0BSFd001	0BSFd002	0BSFd003	0BSFd004	0BSFd005	0BSFd006	0BSFd007	0BSFd008	0BSFd009	0BSFd010	0BSFd011	0BSFd012	0BSFd013	0BSFd014	0BSFd015	0BSFd016	0BSFd017	0BSFd018	0BSFd019	0BSFd020	0BSFd021	0BSFd022	0BSFd023	0BSFd024	0BSFd025
sq460;size=184;	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	145	0	17	0	0	0	0	0	20	0
sq461;size=184;	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	32	0	85	0	0	0	0	0	41	0
sq462;size=183;	0	0	0	0	0	0	0	6	14	0	0	11	0	15	0	64	0	72	0	0	0	0	0	1	0
sq463;size=182;	0	0	0	39	0	0	0	70	0	0	36	0	0	19	0	0	0	18	0	0	0	0	0	0	0
sq464;size=181;	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
sq465;size=180;	0	0	0	12	0	0	0	0	27	0	8	3	62	0	0	24	1	12	0	2	0	0	0	27	2
sq466;size=180;	0	0	0	0	0	0	0	0	34	0	0	0	49	0	0	97	0	0	0	0	0	0	0	0	0
sq467;size=180;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	143	0	35	0	0	0	0	0	1	0
sq468;size=179;	0	0	0	12	0	0	0	1	7	0	11	17	0	43	0	47	0	34	0	0	0	0	0	7	0
sq469;size=179;	0	0	0	0	0	0	0	0	118	0	0	0	1	0	0	57	0	0	0	0	0	0	0	3	0
sq470;size=178;	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	166	0
sq471;size=177;	0	0	0	94	0	0	0	3	1	0	75	0	0	2	0	0	0	0	0	0	2	0	0	0	0
sq472;size=177;	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	1	0	153	0
sq473;size=176;	0	0	0	11	0	0	0	9	56	0	2	26	0	0	0	2	0	45	0	0	0	0	0	25	0
sq474;size=175;	0	0	0	4	0	0	0	1	26	0	22	13	1	9	0	49	0	45	0	0	5	0	0	0	0
sq475;size=175;	0	0	0	0	0	0	0	0	67	0	1	0	0	104	1	0	0	0	0	0	2	0	0	0	0
sq476;size=175;	0	0	0	0	0	0	0	0	15	0	0	0	34	0	0	105	0	14	0	0	0	0	0	7	0
sq477;size=174;	0	0	0	0	0	0	0	3	0	0	0	17	0	68	0	0	0	79	0	0	0	0	0	7	0
sq478;size=173;	0	0	0	0	0	0	0	3	0	0	0	0	0	169	0	0	1	0	0	0	0	0	0	0	0
sq479;size=172;	0	0	0	2	0	0	0	75	44	0	5	19	0	1	0	14	0	12	0	0	0	0	0	0	0
sq480;size=172;	0	0	0	0	0	0	0	0	0	0	0	5	70	0	0	0	0	0	0	0	0	0	0	97	0
sq481;size=171;	0	0	0	35	0	0	0	16	0	0	47	0	0	4	0	0	0	69	0	0	0	0	0	0	0
sq482;size=171;	0	0	0	0	0	0	0	11	11	0	0	1	0	97	0	0	0	45	0	0	6	0	0	0	0
sq483;size=170;	0	0	0	36	0	0	0	11	0	0	30	0	1	78	0	0	1	0	0	0	12	0	0	1	0
sq484;size=170;	0	0	0	0	0	0	0	0	20	0	0	9	0	0	0	115	0	2	0	0	1	0	0	23	0
sq485;size=170;	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	133	0
sq486;size=169;	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	148	0	0	4	0
sq487;size=169;	0	0	0	0	0	0	0	10	24	0	2	26	0	64	0	0	0	13	0	0	4	0	0	26	0
sq488;size=169;	0	0	0	0	0	0	0	0	0	0	0	10	117	6	0	13	0	10	0	0	0	0	0	13	0
sq489;size=168;	0	0	0	0	0	0	0	0	12	0	0	9	138	0	0	0	0	9	0	0	0	0	0	0	0
sq490;size=167;	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	1
sq491;size=166;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	1	0	0	0	0	0	1	0
sq492;size=165;	0	0	0	27	0	0	0	0	25	0	26	25	0	0	0	0	0	1	0	0	0	0	0	61	0
sq493;size=165;	0	0	0	0	0	0	0	164	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sq494;size=163;	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	2	0
sq495;size=162;	0	0	0	0	0	0	0	0	54	0	0	11	1	0	0	33	0	6	0	0	0	0	0	57	0
sq496;size=161;	0	0	0	14	0	0	0	20	2	0	12	20	0	0	0	40	0	30	0	0	4	0	0	19	0
sq497;size=161;	0	0	0	1	0	0	0	0	0	0	3	14	0	0	0	53	0	0	0	0	0	0	0	90	0
sq498;size=161;	0	0	0	0	0	0	0	11	41	0	1	3	0	20	0	2	0	54	0	0	29	0	0	0	0
sq499;size=160;	0	0	0	0	0	0	0	0	0	0	0	9	151	0	0	0	0	0	0	0	0	0	0	0	0
sq500;size=159;	0	0	0	12	0	0	0	4	26	0	11	7	0	3	0	3	0	64	0	0	28	0	0	1	0
sq501;size=159;	0	0	0	10	0	0	0	7	3	0	17	50	0	0	0	29	0	27	0	0	0	0	0	16	0
sq502;size=158;	0	0	0	89	0	0	0	0	0	0	67	1	0	0	0	0	0	0	0	0	1	0	0	0	0
sq503;size=158;	0	0	0	3	0	0	0	1	0	0	0	43	0	0	0	52	0	55	0	0	0	0	0	4	0
sq504;size=158;	0	0	0	3	0	0	0	0	0	0	0	8	0	42	0	9	0	96	0	0	0	0	0	0	0
sq505;size=158;	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	4	0	79	0	0	0	0	0	21	0
sq506;size=158;	0	0	0	0	0	0	0	0	15	0	6	61	0	15	0	7	0	23	1	0	0	0	0	30	0
sq507;size=158;	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	18	0	3	0	0	0	0	0	59	0
sq508;size=158;	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	112	0	0	37	0
sq509;size=158;	0	0	0	0	0	0	0	0	0	0	0	4	113	0	0	0	0	0	0	0	0	0	0	40	1
sq510;size=158;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0
sq511;size=157;	0	0	0	8	0	0	0	0	0	0	14	10	0	0	0	52	0	0	0	0	0	0	0	73	0
sq512;size=157;	0	0	0	5	0	0	0	0	13	0	22	22	0	0	0	13	0	21	0	0	0	0	0	61	0
sq513;size=157;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0
sq514;size=156;	0	0	0	75	0	0	0	16	0	0	63	0	0	0	0	0	0	2	0	0	0	0	0	0	0
sq515;size=156;	0	0	0	19	0	0	0	0	0	0	14	2	0	119	0	0	0	0	0	0	0	0	0	2	0
sq516;size=153;	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	5	0	0	0	0	0	0	0
sq517;size=153;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0
sq518;size=152;	0	0	0	49	0	0	0	0	24	0	41	14	0	0	0	1	0	17	0	0	0	0	0	6	0
sq519;size=152;	0	0	0	0	0	0	0	0	0	0	0	56	51	0	0	0	0	0	0	0	0	0	0	45	0
sq520;size=152;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0
sq521;size=150;	0	0	0	44	0	0	0	57	2	0	34	0	0	3	0	0	0	2	0	0	8	0	0	0	0
sq522;size=150;	0	0	0	0	0	0	0	0	117	0	0	0	0	4	0	0	0	26	0	0	0	0	0	3	0
sq523;size=150;	0	0	0	0	0	0	0	0	0	0	0	17	113	0	0	0	0	0	0	0	0	0	0	20	0
sq524;size=150;	0	0	0	0	0	0	0	0	0	0	0	4	0	63	0	24	1	57	0	0	1	0	0	0	0
sq525;size=149;	0	0	0	77	0	0	0	0	0	0	66	0	0	5	0	0	0	1	0	0	0	0	0	0	0
sq526;size=148;	0	0	0	19	0	1	0	24	0	0	18	0	0	44	0	0	0	12	0	0	30	0	0	0	0
sq527;size=148;	0	0	0	1	0	0	0	7	65	0	8	5	0	0	0	42	0	12	0	0	0	0	0	8	0
sq528;size=147;	0	0	0	18	0	0	0	0	4	0	9	11	0	1	0	31	0	16	0	0	0	0	0	57	0
sq529;size=147;	0	0	0	11	0	0	0	0	41	0	8	0	0	47	0	0	0	31	0	0	9	0	0	0	0
sq530;size=146;	0	0	0	7	0	0	0	35	0	0	7	0	2	76	0	0	0	1	0	0	18	0	0	0	0
sq531;size=146;	0	0	0	0	0	0	0	17	7	0	0	18	0	74	0	5	0	5	0	0	0	0	0	20	0
sq532;size=143;	0	0	0	1	0	0	0	0	6	0	2	23	1	0	0	0	0	20	0	0	70	0	0	20	0
sq533;size=142;	0	0	0	56	0	0	0	34	0	0	46	1	0	5	0	0	0	0	0	0	0	0	0	0	0
sq534;size=142;	0	0	0	10	0	0	0	41	10	0	3	28	0	0	0	43	0	0	0	0	0	0	0	7	0
sq535;size=142;	0	0	0	2	0	0	0	2	0	0	5	2	0	0	0	25	0	86	0	0	18	0	0	2	0
sq536;size=142;	0	0	0	0	0	0	0	34	0	0	0	45	0	0	0	0	0	0	0	0	43	0	0	20	0
sq537;size=142;	0	0	0	0	0	0	0	0	125	0	0	1	0	0	0	0	0	0	0	0	0	1	0	15	0
sq538;size=142;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0
sq539;size=141;	8	18	1	9	2	3	4	2	7	15	10	10	1	1	0	1	0	3	3	31	8	1	2	1	0
sq540;size=141;	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	5	0
sq541;size=140;	0	0	0	76	0	0	0	0	0	0	56	0	0	0	0	6	0	2	0	0	0	0	0	0	0
sq542;size=140;	0	0	0	0	0	0	0	28	66	0	0	1	0	0	0	2	0	18	0	0	10	0	0	15	0
sq543;size=140;	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	49	0	12	0	0	0	0	0	17	1
sq544;size=139;	0	0	0	3	0	0	0	0	11	0	0	38	0	0	0	7	0	7	0	0	0	0	0	73	0
sq545;size=139;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0
sq546;size=138;	0	0	0	43	0	0	0	0	29	0	25	2	0	3	0	19	0	17	0	0	0	0	0	0	0
sq547;size=138;	0	0	0	11	0	0	0	22	0	0	4	14	1	31	0	0	0	19	0	0	19	0	0	17	0
sq548;size=137;	0	20	0	0	1	0	0	7	11	9	1	0	3	8	7	8	6	0	0	28	19	0	0	3	6
sq549;size=137;	0	0	0	8	0	0	0	4	21	0	6	53	0	0	0	7	0	0	0	0	0	0	0	38	0
sq550;size=137;	0	0	0	0	0	0	0	10	99	0	0	15	0	0	0	0	0	0	0	0	13	0	0	0	0
sq551;size=136;	0	0	0	77	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq552;size=136;	0	0	0	20	0	0	0	2	74	0	17	4	0	0	0	13	0	6	0	0	0	0	0	0	0
sq553;size=135;	0	0	0	15	0	0	0	7	39	0	10	50	0	1	0	0	0	8	0	0	0	0	0	5	0
sq554;size=135;	0	0	0	0	0	0	0	2	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0
sq555;size=135;	0	0	0	0	0	0	0	0	0	0	0	43	26	0	0	22	0	0	0	0	0	0	0	44	0
sq556;size=134;	0	0	0	13	0	0	0	0	30	0	11	20	3	19	0	6	0	26	0	0	2	0	0	4	0
sq557;size=134;	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	17	0	112	0	0	0	0	0	0	0
sq558;size=134;	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	2	0	0	0	0	0	0	0	72	0
sq559;size=133;	0	0	0	29	0	0	0	8	10	0	18	1	0	0	0	10	0	57	0	0	0	0	0	0	0
sq560;size=133;	0	0	0	0	0	0	0	0	95	0	0	14	0	0	0	0	0	0	0	0	0	0	0	24	0
sq561;size=132;	0	0	0	2	0	0	0	35	3	0	3	4	0	84	0	0	0	0	0	0	1	0	0	0	0
sq562;size=132;	0	0	0	0	0	0	0	15	6	0	0	0	0	4	0	0	0	7	0	0	100	0	0	0	0
sq563;size=131;	7	0	2	1	0	6	11	3	2	2	0	3	7	16	13	2	5	8	0	10	9	4	10	4	6
sq564;size=131;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0
sq565;size=131;	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	36	0	87	0	0	0	0	0	2	0
sq566;size=130;	12	5	1	0	0	9	14	3	9	4	0	1	7	4	4	4	6	8	1	6	6	13	5	4	4
sq567;size=130;	0	0	0	65	0	0	0	1	0	0	58	1	0	3	0	0	0	2	0	0	0	0	0	0	0
sq568;size=130;	0	0	0	17	0	0	0	5	1	0	11	1	0	85	0	0	0	10	0	0	0	0	0	0	0
sq569;size=130;	0	0	0	12	0	0	0	80	12	0	11	1	0	0	0	0	0	10	0	0	4	0	0	0	0
sq570;size=130;	0	0	0	2	0	0	0	0	10	0	0	1	36	0	0	47	0	0	0	0	0	0	0	34	0
sq571;size=130;	0	0	0	2	0	0	0	40	26	0	0	3	0	35	0	0	0	13	0	0	11	0	0	0	0
sq572;size=130;	0	0	0	0	0	0	0	0	0	0	0	24	90	0	0	8	0	2	0	0	0	0	0	6	0
sq573;size=130;	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	95	0
sq574;size=129;	0	0	0	14	0	0	0	1	0	0	7	0	2	105	0	0	0	0	0	0	0	0	0	0	0
sq575;size=129;	0	0	0	0	0	0	0	0	79	0	0	33	0	0	0	5	0	0	0	0	0	0	0	12	0
sq576;size=128;	6	9	1	4	1	2	7	11	2	7	0	1	6	2	2	5	2	1	3	13	6	1	10	14	12
sq577;size=128;	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	13	0	0	0	0	106	0	0	6	0
sq578;size=128;	0	0	0	0	0	0	0	0	0	0	0	109	18	0	0	0	0	0	0	0	0	0	0	1	0
sq579;size=128;	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	38	0	0	0	0	0	0	0	30	0
sq580;size=128;	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	91	0
sq581;size=127;	0	0	0	79	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq582;size=127;	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq583;size=127;	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	64	0
sq584;size=126;	6	0	1	10	0	3	16	3	11	0	3	3	6	0	1	10	1	0	1	0	7	28	13	2	1
sq585;size=126;	0	0	0	10	0	0	0	1	6	0	19	14	0	0	0	32	0	41	0	0	0	0	0	3	0
sq586;size=125;	0	0	0	62	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq587;size=125;	0	0	0	6	0	0	0	9	83	0	15	1	0	3	0	0	0	8	0	0	0	0	0	0	0
sq588;size=125;	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	111	0
sq589;size=125;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
sq590;size=124;	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	80	0	23	0	0	0	0	0	0	0
sq591;size=124;	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	113	0
sq592;size=123;	0	0	0	50	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq593;size=123;	0	0	0	38	0	0	0	20	30	0	12	12	0	0	0	0	0	6	0	0	4	0	0	1	0
sq594;size=123;	0	0	0	0	0	0	0	0	30	0	1	73	0	0	0	0	0	1	0	0	0	0	0	18	0
sq595;size=123;	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0
sq596;size=122;	0	0	0	38	0	0	0	0	0	0	40	17	6	14	0	0	0	4	0	0	0	0	0	3	0
sq597;size=122;	0	0	0	24	0	0	0	5	5	0	37	21	0	0	0	0	0	6	0	0	0	0	0	24	0
sq598;size=122;	0	0	0	2	0	0	0	62	0	0	7	2	0	29	0	16	0	4	0	0	0	0	0	0	0
sq599;size=121;	0	0	0	55	0	0	0	0	0	0	41	0	0	25	0	0	0	0	0	0	0	0	0	0	0
sq600;size=121;	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	2	0
sq601;size=121;	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq602;size=121;	0	0	0	0	0	0	0	0	0	0	1	6	1	0	0	77	0	1	0	0	0	0	0	35	0
sq603;size=120;	0	0	0	26	0	0	0	6	1	0	13	19	0	0	0	11	0	3	0	0	2	0	0	39	0
sq604;size=119;	0	0	0	8	0	0	0	25	8	0	34	1	0	9	0	0	0	8	0	0	26	0	0	0	0
sq605;size=119;	0	0	0	2	0	0	0	18	2	0	1	8	0	59	0	0	0	24	0	0	5	0	0	0	0
sq606;size=118;	0	0	0	65	0	0	0	1	5	0	45	0	0	2	0	0	0	0	0	0	0	0	0	0	0
sq607;size=118;	0	0	0	40	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq608;size=118;	0	0	0	0	0	0	0	0	14	0	0	2	0	0	0	25	0	77	0	0	0	0	0	0	0
sq609;size=118;	0	0	0	0	0	0	0	0	9	0	0	10	0	0	0	12	0	33	0	0	4	0	0	50	0
sq610;size=117;	0	0	0	38	0	0	0	7	11	0	26	1	0	20	0	0	0	11	0	0	3	0	0	0	0
sq611;size=117;	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	105	0
sq612;size=116;	0	0	0	0	0	0	0	0	10	0	0	20	0	58	0	0	0	14	0	0	0	0	0	14	0
sq613;size=115;	0	0	0	1	0	0	0	0	0	0	0	54	0	0	0	56	0	3	0	0	0	0	0	1	0
sq614;size=115;	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	76	0
sq615;size=115;	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	103	0
sq616;size=114;	0	0	0	0	0	0	0	15	75	0	0	6	0	0	0	0	0	15	0	0	0	0	0	3	0
sq617;size=114;	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	95	0	13	0	0	0	0	0	2	0
sq618;size=114;	0	0	0	0	0	0	0	0	0	0	0	6	0	14	0	22	0	70	0	0	0	0	0	2	0
sq619;size=114;	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	72	0	2	0	0	0	0	0	35	0
sq620;size=113;	0	0	0	58	0	0	0	0	0	0	45	9	0	0	0	0	0	0	0	0	0	0	0	1	0
sq621;size=113;	0	0	0	0	0	0	0	0	0	0	3	19	28	0	0	17	0	7	0	0	0	0	0	39	0
sq622;size=112;	0	0	0	35	0	0	0	0	59	0	16	0	0	0	0	2	0	0	0	0	0	0	0	0	0
sq623;size=112;	0	0	0	1	0	0	0	16	7	0	3	42	0	0	0	0	0	7	0	0	0	0	0	36	0
sq624;size=112;	0	0	0	0	0	0	0	0	0	0	0	8	38	0	0	10	0	34	0	0	11	1	0	10	0
sq625;size=111;	0	0	0	33	0	0	0	4	36	0	21	0	0	17	0	0	0	0	0	0	0	0	0	0	0
sq626;size=111;	0	0	0	23	0	0	0	0	0	0	15	6	0	0	0	36	0	1	0	0	6	0	0	24	0
sq627;size=111;	0	0	0	22	0	0	0	18	0	0	19	0	0	40	0	0	0	0	0	0	12	0	0	0	0
sq628;size=111;	0	0	0	12	0	0	0	1	0	0	3	0	0	95	0	0	0	0	0	0	0	0	0	0	0
sq629;size=111;	0	0	0	3	0	0	0	16	16	0	0	17	1	16	0	12	0	24	0	0	0	0	0	6	0
sq630;size=111;	0	0	0	0	0	0	0	98	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	1
sq631;size=111;	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	94	0
sq632;size=111;	0	0	0	0	0	0	0	0	0	0	0	1	39	0	0	59	0	0	0	0	0	0	0	12	0
sq633;size=111;	0	0	0	0	0	0	0	0	0	0	0	0	0	110	1	0	0	0	0	0	0	0	0	0	0
sq634;size=110;	0	0	0	6	0	0	0	1	0	0	3	47	53	0	0	0	0	0	0	0	0	0	0	0	0
sq635;size=110;	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	32	0	0	0	0	0	0	0	29	0
sq636;size=110;	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	5	0	0	0	0	0	0	0	24	0
sq637;size=109;	8	0	0	33	0	7	0	0	0	0	29	22	0	0	0	0	0	7	0	2	1	0	0	0	0
sq638;size=109;	0	0	0	12	0	0	0	0	7	0	27	9	0	0	0	2	0	49	0	0	0	0	0	3	0
sq639;size=109;	0	0	0	2	0	0	0	0	0	0	2	41	0	0	0	0	0	4	0	0	0	0	0	60	0
sq640;size=109;	0	0	0	0	0	0	0	1	41	0	0	35	0	0	0	0	0	3	0	0	29	0	0	0	0
sq641;size=109;	0	0	0	0	0	0	0	0	33	0	0	7	0	0	0	43	0	2	0	0	0	0	0	24	0
sq642;size=109;	0	0	0	0	0	0	0	0	0	0	0	46	1	0	0	18	0	0	0	0	0	0	0	44	0
sq643;size=109;	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	7	0	22	0	0	0	0	0	70	0
sq644;size=108;	0	0	0	53	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq645;size=108;	0	0	0	12	0	0	0	76	0	0	5	3	0	0	0	0	0	12	0	0	0	0	0	0	0
sq646;size=108;	0	0	0	0	0	0	0	0	61	0	0	6	0	0	0	0	0	0	0	0	0	0	0	41	0
sq647;size=108;	0	0	0	0	0	0	0	0	14	0	0	0	0	52	0	13	0	26	0	0	0	0	0	3	0
sq648;size=107;	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	16	0	83	0	0	0	0	0	0	0
sq649;size=107;	0	0	0	0	0	0	0	0	3	0	0	5	1	0	0	40	0	0	0	0	0	0	0	58	0
sq650;size=106;	0	0	0	28	0	0	0	1	23	0	27	3	0	0	0	1	0	1	0	0	7	0	0	15	0
sq651;size=106;	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	17	0	2	0	0	0	0	0	0	0
sq652;size=106;	0	0	0	0	0	0	0	0	66	0	0	2	0	0	0	31	0	4	0	0	0	0	0	3	0
sq653;size=105;	0	0	1	0	0	0	0	0	2	0	0	10	0	65	0	1	0	10	0	0	0	0	0	16	0
sq654;size=105;	0	0	0	4	0	0	0	21	6	0	1	0	0	39	0	0	0	14	0	0	20	0	0	0	0
sq655;size=105;	0	0	0	1	0	0	0	0	103	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq656;size=105;	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	42	0	3	0	0	0	0	0	10	0
sq657;size=105;	0	0	0	0	0	0	0	0	29	0	0	0	0	1	0	36	0	30	0	0	0	0	0	9	0
sq658;size=105;	0	0	0	0	0	0	0	0	0	0	0	1	101	0	0	0	0	0	0	0	0	0	0	3	0
sq659;size=104;	0	0	0	0	0	0	0	0	24	0	0	16	0	0	0	11	0	38	0	0	0	0	0	15	0
sq660;size=103;	0	0	0	24	0	0	0	29	3	0	22	0	19	3	0	0	0	3	0	0	0	0	0	0	0
sq661;size=103;	0	0	0	1	0	0	0	0	0	0	0	3	0	55	0	0	0	9	0	0	35	0	0	0	0
sq662;size=102;	0	0	0	25	0	0	0	38	0	0	18	3	3	0	0	0	0	9	0	0	6	0	0	0	0
sq663;size=102;	0	0	0	0	0	0	0	7	32	0	0	0	1	0	0	60	0	2	0	0	0	0	0	0	0
sq664;size=102;	0	0	0	0	0	0	0	0	15	0	0	22	0	0	0	18	0	33	0	0	14	0	0	0	0
sq665;size=101;	0	0	0	37	0	0	0	22	1	0	40	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sq666;size=101;	0	0	0	0	0	0	0	2	15	0	0	2	0	0	0	32	0	16	0	0	0	0	1	32	1
sq667;size=101;	0	0	0	0	0	0	0	0	3	0	0	35	2	0	0	26	0	35	0	0	0	0	0	0	0
sq668;size=101;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0
sq669;size=100;	0	0	0	38	0	0	0	0	0	0	35	5	1	0	0	11	0	2	0	0	0	0	0	8	0
sq670;size=100;	0	0	0	0	0	0	0	1	40	0	0	12	1	0	0	13	0	18	0	0	1	0	0	14	0
sq671;size=100;	0	0	0	0	0	0	0	0	2	0	0	0	0	90	0	0	0	8	0	0	0	0	0	0	0
sq672;size=99;	0	0	0	28	0	0	0	0	21	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq673;size=99;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0
sq674;size=99;	0	0	0	0	0	0	0	0	4	0	3	13	0	5	0	68	0	6	0	0	0	0	0	0	0
sq675;size=97;	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
sq676;size=97;	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	73	0	0	0	0	0	0	0	12	0
sq677;size=97;	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	11	0	0	0	0	0	0	0	2	0
sq678;size=96;	0	0	0	13	0	0	0	1	50	0	23	0	0	0	0	0	0	0	0	0	0	0	0	9	0
sq679;size=96;	0	0	0	5	0	0	0	0	15	0	4	3	0	0	0	29	0	23	2	0	3	0	0	12	0
sq680;size=96;	0	0	0	0	0	0	0	0	4	0	4	9	26	0	0	53	0	0	0	0	0	0	0	0	0
sq681;size=96;	0	0	0	0	0	0	0	0	3	0	0	5	0	33	1	32	0	11	0	0	0	0	0	11	0
sq682;size=95;	0	0	0	65	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq683;size=95;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0
sq684;size=94;	0	0	0	0	0	0	0	0	7	0	0	20	0	0	0	33	0	32	0	0	0	0	0	2	0
sq685;size=94;	0	0	0	0	0	0	0	0	0	0	1	34	0	0	0	6	0	0	0	0	0	0	0	53	0
sq686;size=94;	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0
sq687;size=93;	0	0	0	11	0	0	0	0	0	0	5	16	0	0	0	7	0	20	0	0	6	0	0	28	0
sq688;size=93;	0	0	0	2	0	0	0	0	89	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
sq689;size=93;	0	0	0	1	0	0	0	0	31	0	1	11	1	0	0	10	0	6	0	8	0	0	0	24	0
sq690;size=93;	0	0	0	0	0	0	0	0	15	0	0	36	0	0	0	20	0	0	0	0	6	0	0	15	1
sq691;size=92;	0	0	0	55	0	0	0	1	3	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq692;size=92;	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	10	0	18	0	0	0	0	0	3	0
sq693;size=92;	0	0	0	0	0	0	0	0	0	0	0	46	44	0	0	1	0	0	0	0	0	0	0	1	0
