0BSFd001	0BSFd002	0BSFd003	0BSFd004	0BSFd005	0BSFd006	0BSFd007	0BSFd008	0BSFd009	0BSFd010	0BSFd011	0BSFd012	0BSFd013	0BSFd014	0BSFd015	0BSFd016	0BSFd017	0BSFd018	0BSFd019	0BSFd020	0BSFd021	0BSFd022	0BSFd023	0BSFd024	0BSFd025
sq928;size=42;	0	0	0	0	0	0	0	0	28	0	0	12	0	0	0	0	0	2	0	0	0	0	0	0	0
sq929;size=42;	0	0	0	0	0	0	0	0	3	0	0	0	0	34	0	0	0	0	0	0	0	0	0	5	0
sq930;size=42;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0
sq931;size=42;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	19	0
sq932;size=42;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0
sq933;size=41;	0	0	0	10	0	0	0	0	0	0	18	8	0	0	0	0	0	0	0	0	0	0	0	5	0
sq934;size=41;	0	0	0	0	0	0	0	9	1	0	0	30	0	0	0	0	0	1	0	0	0	0	0	0	0
sq935;size=41;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	1	0
sq936;size=40;	0	0	0	23	0	0	0	2	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq937;size=40;	0	0	0	17	0	0	0	1	0	0	20	0	0	0	0	0	0	2	0	0	0	0	0	0	0
sq938;size=40;	0	0	0	12	0	0	0	1	4	0	7	3	0	0	0	0	0	4	0	0	0	0	0	9	0
sq939;size=40;	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	20	0	4	0	0	0	0	0	12	0
sq940;size=40;	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
sq941;size=40;	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	20	0	0	0	0	0	0	0	10	0
sq942;size=40;	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	12	0
sq943;size=40;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
sq944;size=40;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
sq945;size=40;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
sq946;size=39;	0	3	0	0	0	1	7	1	1	0	0	0	2	2	2	3	2	1	0	3	4	1	3	2	1
sq947;size=39;	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	32	0	0	0	0	0	1	0
sq948;size=39;	0	0	0	0	0	0	0	17	0	0	10	1	2	1	0	0	0	0	0	0	8	0	0	0	0
sq949;size=39;	0	0	0	0	0	0	0	0	30	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0
sq950;size=39;	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	18	0	14	0	0	0	0	0	0	0
sq951;size=39;	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	25	0	11	0	0	0	0	0	1	0
sq952;size=38;	0	0	0	20	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	4	0	0	0	0
sq953;size=38;	0	0	0	14	0	0	0	1	2	0	16	2	0	0	0	0	0	0	0	0	0	0	0	3	0
sq954;size=38;	0	0	0	9	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	25	0
sq955;size=38;	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
sq956;size=38;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	20	0
sq957;size=38;	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0
sq958;size=38;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0
sq959;size=37;	0	0	0	14	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0	0	0	0	0	2	0
sq960;size=37;	0	0	0	0	0	1	0	1	1	0	0	0	13	1	0	11	0	1	0	0	0	0	0	7	1
sq961;size=37;	0	0	0	0	0	0	0	5	5	0	1	5	0	0	0	15	0	3	0	0	0	0	0	3	0
sq962;size=37;	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	7	0	3	0	0	0	0	0	1	0
sq963;size=37;	0	0	0	0	0	0	0	0	5	0	0	1	2	0	0	24	0	2	0	0	1	0	0	2	0
sq964;size=37;	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	10	0	1	0	0	0	0	0	19	0
sq965;size=37;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	34	0	1	0	0	0	0	0	1	0
sq966;size=37;	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	33	0
sq967;size=37;	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	35	0
sq968;size=37;	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	36	0
sq969;size=37;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
sq970;size=36;	0	0	0	23	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq971;size=36;	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq972;size=36;	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	19	0	0	2	0	0	0	0
sq973;size=36;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0
sq974;size=36;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0
sq975;size=36;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
sq976;size=35;	0	0	0	23	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq977;size=35;	0	0	0	18	0	0	0	0	0	0	14	2	0	1	0	0	0	0	0	0	0	0	0	0	0
sq978;size=35;	0	0	0	17	0	0	0	0	0	0	5	5	0	0	0	0	0	8	0	0	0	0	0	0	0
sq979;size=35;	0	0	0	3	0	0	0	12	0	0	1	3	0	16	0	0	0	0	0	0	0	0	0	0	0
sq980;size=35;	0	0	0	0	0	1	3	3	2	2	0	0	1	3	2	5	3	0	0	1	6	1	1	1	0
sq981;size=35;	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	7	0	0	0	0	0	22	0
sq982;size=35;	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	28	0	0	0	0	0	0	0	3	0
sq983;size=34;	2	0	0	1	3	2	5	1	2	1	0	0	0	1	1	1	2	1	1	2	3	1	3	0	1
sq984;size=34;	2	3	0	1	0	1	2	1	0	5	0	0	0	1	1	2	2	2	0	6	2	0	2	1	0
sq985;size=34;	0	0	0	3	0	0	0	0	4	0	8	0	0	2	0	15	0	2	0	0	0	0	0	0	0
sq986;size=34;	0	0	0	2	0	0	0	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	0	0	0
sq987;size=34;	0	0	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	15	0	0	0	0
sq988;size=34;	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	9	0
sq989;size=34;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	31	0
sq990;size=34;	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq991;size=34;	0	0	0	0	0	0	0	0	19	0	0	0	4	0	0	3	0	0	0	0	0	0	0	8	0
sq992;size=34;	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	2	0	0	0	0	0	0	0
sq993;size=34;	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	4	0
sq994;size=34;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	33	0
sq995;size=34;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	33	0	0	0	0	0	0	0	0	0
sq996;size=34;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
sq997;size=33;	0	0	0	1	0	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq998;size=33;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0
sq999;size=33;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	9	0
sq1000;size=32;	0	0	0	3	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1001;size=32;	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1002;size=32;	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	6	0
sq1003;size=32;	0	0	0	0	0	0	0	0	13	0	0	12	5	0	0	2	0	0	0	0	0	0	0	0	0
sq1004;size=32;	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	15	0	11	0	0	2	0	0	0	0
sq1005;size=32;	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	9	0	3	0	0	0	0	0	0	0
sq1006;size=32;	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	5	0	0	0	0	0	0	0	0	0
sq1007;size=31;	3	4	0	2	0	0	0	0	1	2	0	0	0	2	1	1	3	0	0	5	5	0	0	0	2
sq1008;size=31;	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	23	0	0	0	0	0	0	0
sq1009;size=31;	0	0	0	0	0	0	0	0	17	0	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0
sq1010;size=31;	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	6	0	0	0	0	0	0	0	13	0
sq1011;size=31;	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	4	0
sq1012;size=31;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	1	0	0	0	0
sq1013;size=30;	1	0	0	17	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1014;size=30;	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1015;size=30;	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1016;size=30;	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	3	0	10	0	0	0	0	0	0	0
sq1017;size=30;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	29	0
sq1018;size=29;	1	1	0	0	0	1	0	1	0	1	0	0	3	4	2	0	5	1	1	1	0	1	0	1	5
sq1019;size=29;	0	0	0	17	0	0	0	0	0	0	4	5	0	0	0	0	0	2	0	0	0	0	0	1	0
sq1020;size=29;	0	0	0	12	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1021;size=29;	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1022;size=29;	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
sq1023;size=29;	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	14	0
sq1024;size=29;	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	18	0
sq1025;size=29;	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	20	0
sq1026;size=29;	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	27	0	0	0	0	0	0	0
sq1027;size=29;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	19	0
sq1028;size=29;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	3	0	0	0	0	0	0	0
sq1029;size=28;	0	0	0	1	0	0	0	0	0	0	3	0	24	0	0	0	0	0	0	0	0	0	0	0	0
sq1030;size=28;	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	1	0	0	0	0	0	19	0
sq1031;size=28;	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	1	0	0	0	0	0	16	0
sq1032;size=28;	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	18	0	0	0	0	0	2	0
sq1033;size=28;	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	1
sq1034;size=27;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	9	0
sq1035;size=27;	0	0	0	0	0	0	0	0	1	0	0	0	21	0	0	0	0	0	0	0	0	0	0	5	0
sq1036;size=27;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
sq1037;size=27;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	3	0	0	0	0	0	0	0
sq1038;size=27;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
sq1039;size=26;	2	1	1	0	0	0	3	2	1	1	0	2	2	0	1	0	2	1	1	1	1	2	1	0	1
sq1040;size=26;	1	4	1	0	0	0	1	1	2	4	0	0	1	0	4	2	2	0	0	0	2	0	0	0	1
sq1041;size=26;	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	14	0
sq1042;size=26;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
sq1043;size=25;	2	0	1	1	0	1	2	1	3	1	0	1	2	0	1	0	1	1	1	0	1	0	0	1	4
sq1044;size=25;	2	0	0	7	0	3	2	0	0	0	4	2	0	0	0	1	0	3	0	0	0	0	0	0	1
sq1045;size=25;	0	0	0	18	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1046;size=25;	0	0	0	0	0	0	0	6	0	0	1	2	0	4	0	1	0	5	0	0	0	0	0	6	0
sq1047;size=25;	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	16	0
sq1048;size=25;	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	0
sq1049;size=25;	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	17	0	0	0	0	0	5	0
sq1050;size=25;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	0
sq1051;size=25;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	0
sq1052;size=25;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	2	0	0	0	0	0	0	0
sq1053;size=24;	1	2	0	0	0	0	0	2	5	0	0	0	2	0	0	0	1	3	0	3	2	0	0	1	2
sq1054;size=24;	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1055;size=24;	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1056;size=24;	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	5	0	0	0	0	0	0	0
sq1057;size=24;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0
sq1058;size=23;	0	0	0	7	0	0	0	0	2	0	1	2	0	0	0	2	0	8	0	0	0	0	0	1	0
sq1059;size=23;	0	0	0	0	0	0	0	1	11	0	0	2	0	0	0	0	0	4	0	0	5	0	0	0	0
sq1060;size=23;	0	0	0	0	0	0	0	1	3	0	0	1	0	1	0	7	0	1	0	0	0	0	0	9	0
sq1061;size=23;	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
sq1062;size=23;	0	0	0	0	0	0	0	0	11	0	0	2	0	1	0	7	0	0	0	0	0	0	0	2	0
sq1063;size=23;	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	14	0	0	0	0	0	0	0	2	0
sq1064;size=23;	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	4	0
sq1065;size=23;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0
sq1066;size=22;	1	1	0	0	0	0	0	4	1	1	0	0	5	1	0	0	0	0	0	3	2	0	2	1	0
sq1067;size=22;	0	0	0	11	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0
sq1068;size=22;	0	0	0	1	0	0	0	0	2	0	2	6	0	3	2	2	0	0	0	0	3	0	0	1	0
sq1069;size=22;	0	0	0	0	0	0	0	2	1	0	0	0	2	2	0	12	0	1	0	0	0	0	0	2	0
sq1070;size=22;	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	14	0	3	0	0	0	0	0	0	0
sq1071;size=22;	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	2	0
sq1072;size=22;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
sq1073;size=22;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0
sq1074;size=22;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
sq1075;size=21;	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1076;size=21;	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	16	0
sq1077;size=21;	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	9	0
sq1078;size=21;	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
sq1079;size=21;	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	19	0	0	0	0	0
sq1080;size=21;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
sq1081;size=20;	1	4	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	4	1	1	0	1	1
sq1082;size=20;	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	2	0
sq1083;size=20;	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
sq1084;size=20;	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1085;size=20;	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	0
sq1086;size=20;	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	9	0
sq1087;size=20;	0	0	0	0	0	0	0	0	0	0	0	3	15	0	0	0	0	0	0	0	0	0	0	2	0
sq1088;size=20;	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	17	0	0	0	0	0	0	0
sq1089;size=20;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0
sq1090;size=20;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
sq1091;size=20;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
sq1092;size=20;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
sq1093;size=19;	0	0	2	1	0	0	0	0	1	1	1	0	0	6	1	0	2	0	1	1	0	0	0	0	2
sq1094;size=19;	0	0	0	1	0	0	0	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1095;size=19;	0	0	0	1	0	0	0	1	5	0	3	0	0	0	0	2	0	5	0	0	2	0	0	0	0
sq1096;size=19;	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sq1097;size=19;	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1098;size=19;	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0
sq1099;size=19;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
sq1100;size=19;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	17	0
sq1101;size=18;	6	1	0	0	0	0	0	2	2	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	1
sq1102;size=18;	0	0	0	0	0	0	2	1	1	0	0	0	0	1	2	4	0	1	0	1	0	0	1	1	3
sq1103;size=18;	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	0	0	0	0	0	6	0
sq1104;size=18;	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1105;size=18;	0	0	0	0	0	0	0	0	0	0	0	13	0	5	0	0	0	0	0	0	0	0	0	0	0
sq1106;size=18;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
sq1107;size=18;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
sq1108;size=18;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
sq1109;size=17;	3	2	0	1	0	0	1	3	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0
sq1110;size=17;	0	2	0	0	0	1	3	0	1	0	0	0	1	1	1	0	2	0	0	2	0	1	0	1	1
sq1111;size=17;	0	0	0	12	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1112;size=17;	0	0	0	3	0	0	0	0	6	0	1	3	0	0	0	0	1	2	0	0	0	0	0	1	0
sq1113;size=17;	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0
sq1114;size=17;	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	12	0	0	0	0	0	2	0
sq1115;size=17;	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	5	0
sq1116;size=17;	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	13	0	0	0	0	0	0	0	0	0
sq1117;size=17;	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	1	0
sq1118;size=16;	4	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	4	2	0	0	0	0	0	0	0
sq1119;size=16;	0	0	0	4	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	3	0
sq1120;size=16;	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0
sq1121;size=16;	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1122;size=16;	0	0	0	0	0	0	0	0	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1123;size=16;	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0
sq1124;size=16;	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	0
sq1125;size=16;	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	1	0	0	0	0
sq1126;size=16;	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0
sq1127;size=16;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
sq1128;size=16;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
sq1129;size=16;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0
sq1130;size=15;	0	1	0	1	0	0	1	3	2	0	0	0	0	1	1	2	2	0	0	0	0	1	0	0	0
sq1131;size=15;	0	0	1	0	0	2	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	3	2
sq1132;size=15;	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
sq1133;size=15;	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	4	0	5	0	0	0	0	0	2	0
sq1134;size=15;	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1135;size=15;	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0
sq1136;size=15;	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	11	0
sq1137;size=15;	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	0
sq1138;size=15;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0
sq1139;size=15;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
sq1140;size=15;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
sq1141;size=15;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
sq1142;size=14;	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	5	0	0	0	0	4
sq1143;size=14;	0	3	0	0	0	0	1	0	0	1	0	0	0	1	1	0	2	1	0	0	0	1	0	1	2
sq1144;size=14;	0	0	0	0	0	0	0	1	0	1	1	0	2	1	3	1	0	0	0	1	0	0	0	0	3
sq1145;size=14;	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0
sq1146;size=14;	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
sq1147;size=14;	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0
sq1148;size=14;	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	5	0	6	0	0	0	0	0	0	0
sq1149;size=14;	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1150;size=14;	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1151;size=14;	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0
sq1152;size=14;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
sq1153;size=14;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
sq1154;size=13;	0	0	0	5	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1155;size=13;	0	0	0	3	0	0	0	4	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1156;size=13;	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0	2	0
sq1157;size=13;	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0
sq1158;size=13;	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	4	0	0	3	0	0	0	0
