0BSFd001	0BSFd002	0BSFd003	0BSFd004	0BSFd005	0BSFd006	0BSFd007	0BSFd008	0BSFd009	0BSFd010	0BSFd011	0BSFd012	0BSFd013	0BSFd014	0BSFd015	0BSFd016	0BSFd017	0BSFd018	0BSFd019	0BSFd020	0BSFd021	0BSFd022	0BSFd023	0BSFd024	0BSFd025
sq211;size=1417;	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1412
sq212;size=1405;	77	48	105	0	44	0	0	99	132	3	20	90	141	36	170	74	54	49	70	28	50	14	63	38	0
sq213;size=1402;	56	38	57	0	89	86	0	45	117	16	50	39	3	40	57	61	104	102	139	27	128	9	73	66	0
sq214;size=1396;	192	93	97	0	276	0	0	62	48	0	40	74	0	56	28	3	29	68	25	1	16	0	209	79	0
sq215;size=1386;	25	22	40	0	49	0	0	53	69	11	40	39	155	8	57	167	40	100	214	51	5	115	19	107	0
sq216;size=1364;	7	33	65	0	14	54	0	7	134	199	34	70	172	0	14	76	0	5	7	41	14	344	7	67	0
sq217;size=1361;	7	16	26	0	0	0	0	17	95	163	44	234	270	13	165	75	33	72	68	0	3	4	13	43	0
sq218;size=1361;	2	65	819	0	0	0	0	0	124	0	0	216	0	0	4	0	0	0	0	1	0	0	4	126	0
sq219;size=1360;	16	40	20	0	25	1	0	6	87	36	31	42	171	5	28	188	21	31	181	181	46	108	6	90	0
sq220;size=1347;	8	28	22	0	37	1	0	35	59	0	84	48	38	30	83	63	74	199	425	0	61	1	42	8	1
sq221;size=1345;	0	10	205	4	0	4	0	0	10	0	53	90	152	0	4	357	4	4	107	45	0	192	0	104	0
sq222;size=1325;	7	24	35	0	31	0	0	8	118	25	111	25	1	10	60	123	47	163	319	121	0	38	27	32	0
sq223;size=1317;	27	19	35	0	73	1	0	86	21	0	365	27	45	230	19	16	72	13	16	0	113	9	119	11	0
sq224;size=1316;	0	18	117	0	0	0	0	0	45	30	0	19	39	0	4	585	2	1	0	0	0	388	4	64	0
sq225;size=1300;	10	48	273	0	10	0	0	2	61	0	4	65	138	0	8	138	0	3	19	48	0	173	23	277	0
sq226;size=1299;	28	28	4	0	85	0	0	91	63	0	19	24	8	23	118	134	50	148	424	0	38	3	11	0	0
sq227;size=1298;	24	22	44	0	58	13	0	85	63	0	121	64	51	35	39	171	35	66	131	9	95	61	55	56	0
sq228;size=1276;	0	4	8	0	1	0	0	0	80	2	0	20	17	16	60	243	43	269	336	0	0	40	41	96	0
sq229;size=1271;	46	19	47	0	32	87	0	57	109	17	52	66	12	36	93	44	78	53	82	81	123	13	54	70	0
sq230;size=1271;	2	22	11	0	9	57	0	279	140	169	23	3	11	39	28	60	76	91	106	0	66	79	0	0	0
sq231;size=1267;	8	125	537	0	0	2	0	0	125	0	0	289	0	0	26	5	0	8	7	3	0	2	7	123	0
sq232;size=1264;	0	2	73	0	10	288	0	4	79	0	4	80	43	0	237	123	3	29	54	132	0	55	2	46	0
sq233;size=1258;	9	28	44	0	21	0	0	3	97	0	0	32	90	0	39	341	8	36	170	9	0	254	20	57	0
sq234;size=1252;	5	10	6	0	39	0	0	7	65	5	0	16	0	0	49	504	2	137	344	0	0	14	12	37	0
sq235;size=1250;	0	0	0	0	0	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq236;size=1246;	2	0	9	0	5	30	0	7	129	0	0	5	0	73	175	221	59	212	210	42	7	0	11	49	0
sq237;size=1240;	0	8	17	0	0	6	0	0	5	0	0	13	699	0	0	60	0	1	1	0	1	308	0	121	0
sq238;size=1239;	1	3	23	0	18	14	0	7	32	0	0	18	3	15	80	214	46	157	189	389	0	7	8	15	0
sq239;size=1220;	27	50	111	0	89	210	0	25	72	0	68	41	15	17	33	78	35	58	33	102	37	2	52	65	0
sq240;size=1218;	0	0	16	0	0	55	0	0	0	0	0	12	216	4	0	3	0	0	0	0	3	752	0	157	0
sq241;size=1215;	6	27	277	0	0	396	0	0	144	0	15	152	5	0	122	15	1	5	5	2	3	4	0	36	0
sq242;size=1213;	9	16	29	0	0	0	0	8	92	24	68	235	216	8	175	71	34	55	93	0	1	5	27	47	0
sq243;size=1204;	8	22	25	0	47	290	0	4	86	118	0	9	14	0	28	194	0	70	147	5	0	58	14	65	0
sq244;size=1201;	56	202	63	0	175	0	0	43	160	0	82	48	6	0	12	20	32	71	33	0	3	36	102	57	0
sq245;size=1190;	4	41	151	0	22	0	0	16	130	0	10	46	0	25	63	175	32	104	198	71	0	10	16	76	0
sq246;size=1185;	10	10	23	0	9	0	0	17	22	0	34	22	502	5	22	128	0	1	32	115	9	111	3	110	0
sq247;size=1181;	52	26	92	0	3	113	0	2	44	8	2	7	18	58	87	97	24	42	36	368	19	25	14	44	0
sq248;size=1174;	90	91	42	0	82	239	0	22	122	0	35	67	13	31	35	32	18	46	28	0	29	5	84	63	0
sq249;size=1169;	32	34	82	0	31	165	0	21	76	0	37	25	28	30	82	84	77	106	103	34	56	32	18	16	0
sq250;size=1169;	5	3	66	0	8	11	0	26	152	0	65	79	93	9	23	63	9	14	41	89	112	57	83	161	0
sq251;size=1156;	10	64	590	0	1	0	0	0	78	0	2	48	2	0	34	3	0	2	1	52	0	0	13	256	0
sq252;size=1154;	61	73	93	0	92	9	0	104	101	2	125	27	10	19	37	65	36	78	30	12	78	36	40	26	0
sq253;size=1153;	4	0	0	0	45	0	0	179	4	0	317	3	28	322	16	7	97	4	0	0	107	2	18	0	0
sq254;size=1151;	23	0	0	0	15	0	0	51	2	0	341	0	0	542	7	5	143	5	0	0	12	0	5	0	0
sq255;size=1145;	17	0	0	0	18	0	0	242	2	0	336	0	7	135	2	3	133	9	1	0	191	0	49	0	0
sq256;size=1135;	26	56	69	0	50	163	0	24	41	4	30	45	43	16	33	60	54	39	116	105	50	40	17	54	0
sq257;size=1134;	17	32	60	0	61	194	0	24	57	0	22	69	30	19	23	68	30	84	101	22	38	60	40	83	0
sq258;size=1134;	13	25	217	0	14	0	0	0	76	173	104	39	78	0	66	148	13	16	52	0	0	1	1	98	0
sq259;size=1126;	37	99	31	0	43	0	0	19	77	0	39	25	49	17	57	142	45	108	256	0	16	29	11	26	0
sq260;size=1126;	7	9	400	0	0	0	0	0	0	0	0	94	8	0	1	35	0	0	0	475	0	7	0	90	0
sq261;size=1125;	10	0	34	0	7	0	0	61	120	0	105	133	31	29	38	25	40	22	3	0	205	55	159	48	0
sq262;size=1099;	2	0	0	0	67	0	0	63	1	0	598	7	17	221	3	6	53	4	0	0	29	0	28	0	0
sq263;size=1097;	3	9	71	0	35	72	0	31	54	1	53	35	42	7	16	76	13	33	27	189	44	69	71	146	0
sq264;size=1096;	3	25	94	0	47	3	0	24	66	0	5	24	0	46	87	88	33	105	161	215	8	14	24	24	0
sq265;size=1090;	17	2	0	0	25	0	0	121	10	0	198	12	0	263	36	29	181	95	11	0	59	9	22	0	0
sq266;size=1080;	1	5	6	0	16	0	0	11	18	0	0	5	0	39	32	93	137	200	501	0	9	6	1	0	0
sq267;size=1070;	1	0	0	0	51	0	0	134	2	0	302	2	47	253	4	6	91	4	2	0	137	3	31	0	0
sq268;size=1056;	46	33	84	0	62	11	0	45	82	5	40	44	6	19	42	80	83	119	109	12	58	7	40	29	0
sq269;size=1052;	4	20	71	0	17	0	0	9	136	0	45	51	7	19	79	76	54	110	50	0	17	21	169	97	0
sq270;size=1039;	14	14	85	0	0	0	0	2	42	36	0	21	40	1	81	19	0	5	1	598	0	28	2	50	0
sq271;size=1036;	9	24	241	0	0	0	0	3	79	0	59	325	1	0	114	8	0	31	15	62	0	0	0	65	0
sq272;size=1032;	13	20	22	0	9	0	0	10	37	0	32	32	20	34	88	67	151	222	220	0	2	0	12	41	0
sq273;size=1024;	68	25	5	0	98	0	0	76	58	0	60	31	32	28	53	7	73	53	15	0	221	31	87	3	0
sq274;size=1008;	53	34	8	0	92	0	0	97	29	0	11	16	3	69	71	14	138	129	69	0	72	0	95	8	0
sq275;size=1008;	0	8	31	0	8	0	0	2	36	0	0	31	250	0	5	155	0	6	10	0	0	382	0	84	0
sq276;size=1006;	83	12	13	0	22	1	0	143	31	0	125	16	108	50	65	7	68	20	9	0	163	0	67	3	0
sq277;size=1005;	20	32	46	0	50	260	0	16	25	0	2	27	51	7	15	114	2	49	25	44	6	57	36	121	0
sq278;size=1004;	9	26	44	0	3	33	0	5	45	180	8	22	44	33	60	73	47	26	70	224	6	25	3	18	0
sq279;size=1000;	1	20	3	0	11	0	0	0	22	0	0	9	42	12	13	249	1	59	25	0	0	486	3	44	0
sq280;size=980;	34	24	28	0	47	0	0	23	74	0	17	31	2	45	35	37	73	116	49	18	100	3	188	36	0
sq281;size=970;	1	13	30	0	7	91	0	8	68	518	13	24	33	0	5	53	1	4	7	30	9	24	16	15	0
sq282;size=959;	1	0	1	0	4	0	0	118	79	0	86	50	51	59	164	5	78	15	36	0	166	32	13	1	0
sq283;size=959;	0	14	12	0	0	8	0	3	14	80	0	25	285	0	10	42	0	0	7	0	0	271	8	180	0
sq284;size=957;	31	27	72	0	38	111	0	15	75	1	18	42	10	5	28	76	12	57	49	72	30	63	28	97	0
sq285;size=938;	45	54	70	0	84	56	0	23	54	0	34	71	28	13	20	22	22	44	32	21	51	8	91	95	0
sq286;size=934;	88	35	2	0	13	0	0	125	13	0	18	5	53	80	83	30	295	70	22	0	0	0	2	0	0
sq287;size=928;	0	1	0	0	6	0	0	51	0	0	353	3	85	130	21	7	60	19	16	21	125	1	28	1	0
sq288;size=927;	23	35	6	0	47	0	0	193	79	0	0	15	0	4	60	96	46	157	119	0	0	10	26	11	0
sq289;size=917;	0	47	408	0	0	0	0	0	72	0	0	78	56	0	0	60	0	1	1	0	0	0	2	192	0
sq290;size=904;	0	3	2	0	1	0	0	0	15	155	0	6	7	9	68	254	6	38	306	24	0	5	0	5	0
sq291;size=903;	15	48	10	0	23	0	0	15	142	0	9	58	8	31	61	128	40	83	124	0	16	58	25	9	0
sq292;size=900;	0	4	91	0	0	0	0	0	160	0	1	344	0	0	126	23	0	14	5	132	0	0	0	0	0
sq293;size=888;	26	52	90	0	73	0	0	62	45	0	0	18	1	19	26	76	69	89	29	0	43	20	95	55	0
sq294;size=888;	14	21	46	0	18	0	0	14	66	127	2	26	5	21	97	51	39	33	85	135	33	1	31	23	0
sq295;size=885;	34	5	2	0	61	43	0	131	26	6	173	10	35	122	24	24	68	51	12	0	28	6	24	0	0
sq296;size=881;	0	14	11	1	4	153	281	4	54	3	0	3	103	0	3	88	0	2	17	3	0	76	2	59	0
sq297;size=879;	16	28	12	0	34	0	0	34	56	457	52	17	0	27	5	4	16	27	0	0	52	5	31	6	0
sq298;size=877;	51	38	33	0	65	0	0	53	77	0	0	27	0	59	109	21	38	85	60	0	13	3	97	48	0
sq299;size=873;	11	9	52	0	3	0	0	14	68	0	27	101	28	7	33	20	30	36	8	5	79	12	147	183	0
sq300;size=873;	0	0	2	0	0	38	0	0	0	0	4	32	248	0	2	10	0	0	5	76	1	352	1	102	0
sq301;size=865;	38	124	279	0	0	0	0	0	143	0	38	97	0	0	105	4	0	30	0	0	0	0	0	7	0
sq302;size=858;	5	35	19	106	15	89	0	4	126	48	0	0	58	3	2	176	0	0	29	38	0	93	0	12	0
sq303;size=857;	28	33	59	0	77	132	0	65	57	0	14	10	15	11	31	71	30	53	47	0	34	21	34	35	0
sq304;size=854;	5	36	105	0	16	222	0	0	37	0	12	63	14	0	3	43	0	8	3	0	1	61	3	222	0
sq305;size=853;	0	36	32	0	11	0	0	13	91	119	0	3	140	0	7	206	0	0	21	8	0	159	0	7	0
sq306;size=849;	2	10	48	0	5	0	0	23	114	0	55	80	72	23	33	23	17	20	19	24	85	10	63	123	0
sq307;size=847;	21	45	51	0	75	0	0	54	69	0	5	29	21	9	35	89	41	50	44	63	81	10	28	27	0
sq308;size=840;	0	0	1	0	0	0	0	1	5	0	0	17	0	10	57	45	47	173	292	80	0	0	74	38	0
sq309;size=833;	14	25	28	0	13	0	0	3	78	0	56	25	0	37	56	81	90	125	81	29	27	33	28	4	0
sq310;size=827;	0	24	62	0	3	256	0	0	1	0	30	30	115	0	7	26	0	3	62	4	0	111	5	88	0
sq311;size=826;	2	9	18	0	7	58	0	3	33	8	2	0	376	0	7	29	1	11	12	0	2	207	6	35	0
sq312;size=826;	0	3	6	0	0	0	0	4	5	0	0	4	2	2	15	9	2	14	9	734	1	4	1	11	0
sq313;size=817;	6	1	9	0	42	2	0	155	57	0	36	5	7	44	87	25	99	27	14	0	190	10	1	0	0
sq314;size=809;	63	14	24	0	79	0	0	269	64	0	2	1	0	8	20	0	79	38	21	0	115	7	5	0	0
sq315;size=807;	16	47	19	0	44	0	0	9	72	1	0	20	11	13	29	102	29	163	181	0	0	17	19	15	0
sq316;size=806;	46	20	21	0	17	307	0	21	29	0	9	12	20	5	108	27	18	41	58	6	15	5	14	7	0
sq317;size=806;	18	22	63	0	6	32	0	21	44	0	9	49	1	10	25	63	49	179	76	0	0	23	36	80	0
sq318;size=805;	0	2	39	0	1	182	0	0	7	0	0	28	52	0	8	121	0	0	10	15	0	137	0	203	0
sq319;size=804;	16	18	50	0	43	0	0	59	49	0	73	32	32	29	40	25	30	5	19	89	86	62	22	25	0
sq320;size=797;	6	7	29	0	15	266	0	11	47	0	22	58	28	10	20	37	9	17	18	4	46	48	45	54	0
sq321;size=796;	18	36	4	0	23	0	0	46	109	0	18	20	21	20	32	41	42	88	139	42	9	47	34	7	0
sq322;size=795;	25	9	1	0	32	0	0	108	6	0	180	10	7	188	10	19	60	10	8	0	80	0	42	0	0
sq323;size=795;	20	17	0	0	22	0	0	138	20	0	126	20	11	57	30	12	52	64	6	0	134	15	49	2	0
sq324;size=793;	18	6	3	0	40	0	0	34	17	0	24	18	13	80	52	27	140	218	76	0	10	16	1	0	0
sq325;size=791;	2	5	14	0	24	0	1	50	91	0	23	71	0	0	55	16	4	65	63	0	26	21	233	27	0
sq326;size=787;	6	11	372	0	0	0	0	0	130	0	2	119	0	0	5	0	0	1	1	0	0	0	0	140	0
sq327;size=785;	0	2	48	0	0	84	0	0	16	0	34	24	55	0	4	56	0	0	8	116	0	207	0	131	0
sq328;size=779;	0	1	11	0	1	599	0	12	6	0	33	5	6	11	17	0	36	11	7	0	16	2	5	0	0
sq329;size=777;	3	19	49	0	23	43	0	12	45	1	0	3	0	7	24	73	5	10	59	360	3	13	1	24	0
sq330;size=777;	0	0	0	0	0	0	0	0	0	0	0	19	3	0	0	0	0	0	0	0	0	416	0	339	0
sq331;size=769;	35	62	89	0	72	2	0	17	40	0	7	32	3	0	34	58	12	48	40	74	2	12	44	86	0
sq332;size=766;	13	40	68	25	42	0	0	24	74	183	0	6	4	1	5	118	2	5	22	83	5	21	2	23	0
sq333;size=765;	9	24	17	0	33	48	0	9	78	2	74	93	21	8	77	19	11	48	14	34	15	3	83	45	0
sq334;size=763;	1	95	56	1	0	0	0	0	119	0	0	122	1	0	295	0	0	14	14	0	0	0	0	45	0
sq335;size=755;	21	10	9	0	12	0	0	21	23	0	19	12	6	76	93	58	122	109	112	3	17	12	11	9	0
sq336;size=752;	1	0	14	0	6	0	0	5	7	0	0	8	1	10	30	95	20	50	112	372	3	12	0	6	0
sq337;size=752;	0	5	103	0	0	0	0	2	3	0	1	79	48	0	2	7	2	0	0	314	0	53	0	133	0
sq338;size=751;	30	23	51	0	39	7	0	5	63	11	10	28	5	4	27	37	7	50	52	51	32	35	59	125	0
sq339;size=751;	17	19	19	0	59	0	0	6	25	7	3	31	1	12	24	75	22	62	261	36	1	15	25	31	0
sq340;size=749;	0	0	13	0	0	203	0	0	14	0	0	1	125	0	0	14	0	0	0	106	0	155	3	115	0
sq341;size=745;	34	64	47	0	88	60	0	9	36	33	0	37	9	12	13	29	13	49	51	0	2	23	38	98	0
sq342;size=736;	3	34	23	0	8	2	0	6	100	132	0	0	112	0	0	153	0	2	15	29	0	106	0	11	0
sq343;size=734;	2	1	0	0	0	481	0	0	0	199	0	0	0	0	0	31	0	0	0	0	0	18	0	2	0
sq344;size=730;	26	83	29	0	92	0	0	50	96	0	70	34	1	0	19	74	3	22	7	0	12	42	17	53	0
sq345;size=729;	4	3	5	0	25	0	175	15	67	0	3	27	5	79	46	36	16	24	24	0	59	16	58	42	0
sq346;size=727;	37	18	43	0	31	0	0	29	27	0	29	14	33	45	24	23	51	71	58	1	42	14	80	57	0
sq347;size=724;	0	0	48	0	0	104	0	0	29	0	26	183	97	0	22	53	0	14	19	99	0	29	0	1	0
sq348;size=718;	3	28	29	0	3	118	0	2	100	0	0	0	62	0	3	137	0	0	11	39	1	168	0	14	0
sq349;size=717;	35	23	3	0	116	0	0	21	17	0	90	14	11	69	23	36	82	22	56	0	24	19	56	0	0
sq350;size=715;	2	30	3	0	2	0	0	16	37	0	0	9	81	0	24	58	0	28	416	0	0	9	0	0	0
sq351;size=714;	0	0	5	0	0	204	0	4	0	107	29	0	9	6	0	0	0	1	2	67	1	0	0	0	279
sq352;size=713;	20	36	35	0	24	0	0	20	86	189	17	23	0	3	40	13	40	59	43	0	7	12	29	17	0
sq353;size=713;	0	24	36	0	3	539	0	2	30	1	0	6	2	0	0	28	0	5	6	0	0	4	3	24	0
sq354;size=712;	21	101	192	0	0	0	0	0	79	0	89	30	0	0	112	0	0	9	0	0	0	0	20	59	0
sq355;size=712;	4	15	85	0	0	0	0	0	174	0	0	62	7	0	254	12	3	15	10	0	0	0	7	64	0
sq356;size=709;	9	16	30	0	16	0	0	19	63	0	82	42	53	5	17	135	1	11	29	0	77	65	1	38	0
sq357;size=704;	6	67	325	0	0	0	0	0	84	0	24	32	0	0	46	12	0	5	6	8	0	23	0	66	0
sq358;size=703;	0	0	0	0	2	0	694	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	4	0	0
sq359;size=702;	5	43	0	0	18	0	0	12	28	0	0	10	0	24	29	14	26	59	16	0	53	65	257	43	0
sq360;size=699;	10	4	3	0	14	0	0	121	1	0	156	0	0	169	10	10	53	10	8	0	88	0	42	0	0
sq361;size=699;	0	11	268	0	3	0	0	0	0	0	0	9	45	0	0	0	0	0	0	160	0	57	0	146	0
sq362;size=699;	0	2	4	0	1	186	0	0	10	0	0	16	1	18	12	130	4	83	183	0	0	34	4	11	0
sq363;size=698;	7	18	0	0	11	474	4	12	31	4	1	2	0	6	0	7	1	17	1	0	0	79	22	1	0
sq364;size=696;	0	2	4	0	1	5	0	0	76	0	4	0	409	4	30	6	0	0	3	0	0	132	0	20	0
sq365;size=694;	1	0	1	0	0	0	0	10	1	0	80	3	10	133	2	8	393	17	11	0	10	1	13	0	0
sq366;size=688;	16	50	37	0	47	0	0	27	48	133	0	3	6	0	10	131	1	13	26	46	10	58	3	23	0
sq367;size=686;	21	9	1	0	29	0	0	107	29	0	25	19	0	45	81	30	85	32	34	2	68	12	57	0	0
sq368;size=686;	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	2	0	0	0	678
sq369;size=684;	0	56	264	0	0	1	0	0	56	0	0	61	5	0	0	6	0	5	0	79	0	5	5	141	0
sq370;size=683;	34	27	9	0	30	0	0	32	23	0	28	12	4	16	55	41	105	138	97	1	14	1	16	0	0
sq371;size=683;	22	5	49	0	33	0	0	40	84	0	29	18	10	27	47	21	32	28	38	78	80	5	29	8	0
sq372;size=683;	3	10	167	0	0	62	0	0	1	0	36	156	32	0	0	6	0	0	6	28	0	16	0	160	0
sq373;size=682;	13	7	16	0	13	27	0	12	29	0	7	30	15	56	50	23	60	84	39	0	17	45	73	66	0
sq374;size=682;	1	25	0	0	4	0	0	0	0	0	0	37	0	12	51	72	25	189	249	0	0	5	6	6	0
sq375;size=682;	0	0	0	0	0	679	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
sq376;size=680;	3	2	120	0	0	98	0	0	20	0	4	100	21	0	9	54	0	10	50	30	0	67	3	89	0
sq377;size=678;	19	14	65	0	19	81	0	24	27	85	30	25	18	13	15	37	15	2	4	0	53	40	47	45	0
sq378;size=674;	3	5	0	0	35	0	0	17	47	0	67	20	0	7	46	36	77	127	39	62	4	31	46	5	0
sq379;size=671;	41	8	2	0	20	0	0	154	33	0	36	22	2	67	18	9	8	5	0	0	151	2	92	1	0
sq380;size=671;	0	30	264	0	0	0	0	1	10	0	0	53	8	0	0	36	0	0	0	96	0	3	0	170	0
sq381;size=664;	69	28	33	0	13	0	0	43	76	0	8	14	13	18	19	21	76	37	14	32	70	16	44	20	0
sq382;size=663;	8	21	206	0	0	1	0	84	75	0	8	27	13	24	14	34	0	2	0	0	77	8	0	61	0
sq383;size=663;	3	9	43	0	3	0	0	0	45	0	15	6	21	24	58	69	12	20	74	199	9	29	10	14	0
sq384;size=662;	19	27	17	0	58	0	0	12	48	0	0	17	0	14	54	29	49	79	151	39	2	1	43	3	0
sq385;size=662;	5	24	5	0	19	0	0	10	22	0	0	6	0	24	18	67	62	93	277	0	0	5	9	16	0
sq386;size=661;	8	0	2	0	10	0	0	94	13	0	60	5	3	143	36	8	134	34	2	0	85	2	22	0	0
sq387;size=661;	0	6	15	0	1	1	0	0	30	0	4	2	137	0	0	35	0	1	0	8	0	87	12	322	0
sq388;size=657;	24	43	77	0	59	2	0	17	19	0	59	35	10	3	16	63	13	47	45	1	26	0	30	68	0
sq389;size=655;	2	26	334	0	0	48	0	0	100	0	0	49	0	0	13	6	0	7	3	0	0	1	0	66	0
sq390;size=650;	7	4	24	0	17	0	0	34	67	2	84	70	0	0	44	40	27	41	75	0	75	11	16	12	0
sq391;size=649;	6	39	0	0	38	0	0	110	94	0	0	10	53	31	14	9	19	36	4	0	45	81	59	1	0
sq392;size=643;	20	12	14	0	50	0	0	12	15	0	0	6	0	2	37	77	43	84	264	0	5	2	0	0	0
sq393;size=642;	15	17	34	0	40	0	0	8	27	0	22	19	12	27	40	30	106	108	102	11	17	1	6	0	0
sq394;size=639;	16	5	4	0	41	0	0	22	18	0	228	10	19	119	5	1	25	4	0	0	67	0	54	1	0
sq395;size=635;	14	8	38	0	15	0	0	96	49	0	34	30	20	66	32	6	28	13	13	0	62	9	83	19	0
sq396;size=635;	12	7	9	0	8	194	0	5	12	0	3	9	2	23	34	33	96	59	49	45	32	0	3	0	0
sq397;size=629;	0	0	0	0	0	607	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	5	0	10	0
sq398;size=623;	17	31	47	0	94	36	0	3	63	0	15	9	12	3	30	12	44	83	108	0	0	0	8	8	0
sq399;size=618;	5	0	2	0	28	0	0	82	0	0	220	2	11	131	3	2	23	4	4	0	49	0	52	0	0
sq400;size=614;	37	1	0	0	32	0	0	23	9	0	81	10	35	64	29	3	62	24	0	0	111	0	86	7	0
sq401;size=610;	4	2	12	0	3	0	0	15	9	0	97	43	1	54	33	30	68	46	101	0	70	10	8	4	0
sq402;size=609;	45	4	2	0	39	0	0	142	7	0	37	1	9	121	9	6	68	20	0	0	80	2	17	0	0
sq403;size=605;	27	29	16	0	23	0	0	3	40	0	12	23	13	19	21	18	72	106	77	0	22	0	55	29	0
sq404;size=604;	12	9	16	0	30	0	0	23	19	0	0	1	0	16	35	52	47	101	243	0	0	0	0	0	0
sq405;size=604;	1	10	8	0	34	0	0	0	33	0	0	11	0	0	35	148	18	40	231	0	4	30	0	1	0
sq406;size=602;	26	10	22	0	20	0	0	42	57	0	80	36	15	22	71	0	23	9	1	0	140	1	27	0	0
sq407;size=602;	13	65	28	7	24	26	19	24	6	37	51	24	25	25	19	5	26	38	30	44	4	27	17	13	5
sq408;size=602;	0	2	0	0	4	0	0	85	10	0	85	6	7	107	24	7	83	23	15	0	126	0	18	0	0
sq409;size=596;	20	25	16	0	32	0	0	12	64	0	10	22	78	18	26	71	12	24	57	20	12	43	25	9	0
sq410;size=592;	0	14	119	0	0	0	0	0	29	0	0	11	16	0	1	39	0	0	0	110	0	24	7	222	0
sq411;size=591;	0	8	282	0	0	0	0	0	1	1	38	63	2	0	6	43	0	0	11	23	0	4	0	109	0
sq412;size=590;	0	9	29	0	0	0	0	1	73	251	0	1	4	0	0	151	0	1	12	15	0	33	0	10	0
sq413;size=589;	0	20	169	0	0	0	0	0	4	0	6	80	0	0	6	8	0	2	0	228	0	3	0	63	0
sq414;size=587;	12	12	21	0	21	0	0	9	34	8	13	17	7	26	43	30	35	73	130	49	28	4	10	5	0
sq415;size=586;	24	58	68	0	69	0	0	49	68	0	5	182	2	0	0	0	3	0	0	0	1	26	18	13	0
sq416;size=585;	2	50	210	0	0	0	0	0	42	0	0	99	0	0	0	0	0	0	0	0	0	2	14	166	0
sq417;size=585;	0	0	0	0	0	581	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
sq418;size=584;	16	43	41	0	15	4	0	8	52	0	10	35	35	6	35	31	19	29	51	5	55	9	33	51	1
sq419;size=583;	0	14	4	0	6	0	0	0	28	0	0	7	6	0	10	132	0	64	286	0	0	10	5	11	0
sq420;size=570;	3	29	19	0	31	0	0	16	34	0	11	25	21	0	24	116	10	110	47	0	19	38	10	7	0
sq421;size=570;	0	0	5	0	0	23	0	0	0	0	0	4	207	0	0	0	0	0	0	0	0	321	0	10	0
sq422;size=567;	0	0	200	0	0	211	0	0	0	0	7	8	47	0	3	0	0	0	0	39	0	0	3	49	0
sq423;size=564;	12	13	49	0	18	73	0	7	41	0	7	38	35	0	5	42	24	13	16	27	13	26	38	67	0
sq424;size=564;	1	7	8	0	8	462	0	0	0	0	0	5	0	6	1	17	6	15	16	0	0	5	1	6	0
sq425;size=562;	0	6	18	0	3	0	0	0	30	0	0	11	123	0	0	129	0	7	28	0	0	139	0	68	0
sq426;size=560;	9	0	0	0	38	0	0	115	0	0	90	2	18	187	0	4	48	4	1	1	34	0	9	0	0
sq427;size=560;	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq428;size=554;	12	8	32	0	21	0	0	35	28	0	0	35	7	25	49	44	51	49	51	29	33	10	17	18	0
sq429;size=551;	3	15	9	0	0	254	0	0	3	0	4	7	101	8	1	11	6	2	5	0	0	65	4	53	0
sq430;size=550;	14	23	56	0	2	24	0	5	26	56	23	26	51	3	14	25	2	7	4	20	1	54	34	80	0
sq431;size=550;	5	19	50	0	10	0	0	13	61	0	19	42	25	12	34	52	12	3	24	36	23	56	19	35	0
sq432;size=548;	6	0	0	0	6	0	0	193	0	0	41	5	3	90	11	7	92	33	16	0	37	0	8	0	0
sq433;size=548;	3	3	18	0	3	0	0	0	19	0	0	14	0	42	20	88	33	93	211	0	0	0	1	0	0
sq434;size=548;	3	0	0	0	59	0	0	96	4	2	158	0	2	116	1	3	58	1	0	1	26	1	17	0	0
sq435;size=548;	0	0	0	0	0	0	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq436;size=547;	1	6	13	0	4	16	0	0	27	166	8	3	49	1	3	60	0	0	35	5	0	137	0	13	0
sq437;size=546;	4	7	23	0	6	48	0	12	33	0	4	13	17	20	34	23	8	19	25	159	8	25	5	53	0
sq438;size=544;	30	12	14	0	5	0	0	2	13	0	8	9	45	5	30	63	25	44	117	0	58	30	7	27	0
sq439;size=544;	22	4	50	0	35	81	0	32	22	0	60	18	0	88	35	8	14	5	0	0	12	13	42	3	0
sq440;size=536;	0	3	0	0	0	351	0	0	60	24	0	0	0	0	4	39	0	1	54	0	0	0	0	0	0
sq441;size=535;	17	7	12	0	35	0	0	21	40	1	6	11	8	58	20	36	42	128	33	0	4	9	33	14	0
sq442;size=535;	2	9	11	0	5	283	0	1	18	4	7	7	13	0	2	61	0	7	5	9	3	42	1	45	0
sq443;size=534;	214	17	12	0	66	0	0	17	11	0	0	0	0	0	8	0	59	16	0	0	40	0	73	1	0
