0BSFd001	0BSFd002	0BSFd003	0BSFd004	0BSFd005	0BSFd006	0BSFd007	0BSFd008	0BSFd009	0BSFd010	0BSFd011	0BSFd012	0BSFd013	0BSFd014	0BSFd015	0BSFd016	0BSFd017	0BSFd018	0BSFd019	0BSFd020	0BSFd021	0BSFd022	0BSFd023	0BSFd024	0BSFd025
sq1255;size=108;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	89	0
sq1256;size=107;	3	13	0	0	1	0	0	2	9	0	0	0	0	0	0	17	0	8	6	0	0	48	0	0	0
sq1257;size=107;	0	0	59	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	37	0
sq1258;size=107;	0	0	2	0	0	0	0	0	2	0	0	2	0	2	6	11	0	7	71	0	0	2	0	2	0
sq1259;size=107;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	1	0	0
sq1260;size=106;	3	0	0	0	0	0	0	3	0	0	13	2	34	20	2	3	2	3	5	0	16	0	0	0	0
sq1261;size=106;	0	4	0	0	1	48	0	0	15	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0
sq1262;size=106;	0	2	0	0	1	0	0	1	32	0	1	0	0	4	7	11	2	9	28	0	0	2	0	6	0
sq1263;size=106;	0	1	0	0	5	0	0	0	8	0	0	0	17	0	0	10	0	0	1	0	0	59	0	5	0
sq1264;size=106;	0	0	5	0	1	0	0	0	2	0	0	0	0	0	4	61	0	4	29	0	0	0	0	0	0
sq1265;size=106;	0	0	2	0	0	0	0	0	0	0	0	3	40	0	0	0	0	0	0	0	0	12	5	44	0
sq1266;size=106;	0	0	0	0	0	0	0	11	0	0	74	0	0	19	1	1	0	0	0	0	0	0	0	0	0
sq1267;size=105;	13	5	0	0	26	0	0	30	8	0	0	0	0	3	0	0	0	1	0	0	0	1	18	0	0
sq1268;size=105;	4	3	2	0	8	0	0	0	12	0	1	7	4	4	4	8	8	6	13	0	0	3	13	5	0
sq1269;size=105;	3	0	1	0	6	0	0	7	0	0	1	4	0	10	3	3	21	30	14	0	0	0	2	0	0
sq1270;size=105;	3	5	0	0	1	0	0	1	11	0	9	1	13	0	2	12	3	11	30	0	2	1	0	0	0
sq1271;size=105;	0	2	2	0	0	0	0	0	2	0	0	0	35	0	0	40	0	0	1	0	0	17	0	6	0
sq1272;size=105;	0	0	5	0	0	0	0	0	22	0	3	15	8	0	0	4	0	0	8	0	0	6	0	34	0
sq1273;size=105;	0	0	0	0	5	79	0	12	0	0	0	0	0	2	1	0	6	0	0	0	0	0	0	0	0
sq1274;size=104;	2	5	10	0	4	14	0	1	10	0	2	4	1	1	0	23	0	4	10	1	0	9	0	3	0
sq1275;size=104;	2	14	12	0	10	0	0	2	6	0	0	0	0	0	1	12	0	19	23	0	0	3	0	0	0
sq1276;size=104;	1	0	2	0	1	0	0	5	0	0	51	0	0	37	0	0	1	0	0	0	3	0	3	0	0
sq1277;size=104;	1	0	0	0	2	0	0	0	0	46	0	0	8	0	4	13	3	6	16	0	0	5	0	0	0
sq1278;size=104;	0	11	17	0	1	0	0	0	26	0	0	0	0	0	5	4	6	13	2	0	0	1	6	12	0
sq1279;size=104;	0	2	13	0	0	0	0	0	3	0	0	25	0	0	0	20	0	0	5	16	0	2	0	18	0
sq1280;size=104;	0	2	5	0	0	0	0	0	11	0	0	4	26	0	7	7	9	6	18	0	0	4	0	5	0
sq1281;size=104;	0	1	60	0	0	0	0	0	13	0	0	17	0	0	3	10	0	0	0	0	0	0	0	0	0
sq1282;size=104;	0	0	18	0	0	0	0	0	16	0	0	59	0	0	0	2	0	0	0	0	0	1	0	8	0
sq1283;size=103;	13	1	0	0	4	0	0	37	12	0	0	0	0	0	0	0	0	0	0	0	24	1	9	2	0
sq1284;size=103;	3	4	0	0	11	0	0	0	5	0	0	3	0	19	4	2	18	19	5	0	1	0	8	1	0
sq1285;size=103;	1	3	12	0	4	0	0	10	0	0	0	4	0	0	11	4	6	3	0	0	29	0	16	0	0
sq1286;size=103;	0	4	6	0	2	0	0	0	2	0	0	0	0	0	0	80	0	0	7	0	0	2	0	0	0
sq1287;size=103;	0	3	7	0	9	0	0	2	6	0	0	6	8	0	2	7	2	2	2	0	0	12	11	24	0
sq1288;size=103;	0	0	6	0	0	30	0	0	0	0	0	1	13	0	0	3	0	0	0	6	0	33	0	11	0
sq1289;size=103;	0	0	4	0	0	0	0	0	8	16	1	4	1	1	0	2	0	1	1	45	0	2	1	16	0
sq1290;size=103;	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1291;size=102;	6	0	23	0	1	0	0	0	5	0	0	0	0	0	14	0	28	12	7	0	0	4	2	0	0
sq1292;size=102;	3	2	0	0	8	0	0	0	1	0	0	0	0	1	1	11	11	42	16	0	0	0	0	6	0
sq1293;size=102;	0	0	0	0	0	0	0	0	6	0	0	0	17	0	1	59	0	0	11	0	0	4	0	4	0
sq1294;size=102;	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1295;size=101;	16	4	2	0	5	0	0	5	0	0	0	1	0	12	2	1	0	0	0	0	19	0	34	0	0
sq1296;size=101;	2	0	0	0	19	0	0	13	0	0	0	0	0	0	6	0	7	8	0	0	0	0	46	0	0
sq1297;size=101;	0	2	16	0	0	0	0	0	19	0	0	14	0	0	6	7	0	0	0	0	0	0	1	36	0
sq1298;size=101;	0	1	1	0	2	0	0	1	11	1	0	0	33	0	0	19	0	0	2	0	0	28	2	0	0
sq1299;size=101;	0	0	0	0	0	0	0	2	0	0	36	0	10	0	12	0	23	10	8	0	0	0	0	0	0
sq1300;size=100;	6	11	35	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	2	9	0	0	2	30	0
sq1301;size=100;	3	13	2	0	8	0	0	9	7	0	0	0	15	0	2	1	3	11	13	0	10	0	1	2	0
sq1302;size=100;	2	0	2	0	0	0	0	9	3	62	0	2	0	0	5	3	0	0	5	0	0	0	0	7	0
sq1303;size=100;	0	5	4	0	0	0	0	4	9	0	76	2	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1304;size=100;	0	3	8	0	0	0	0	0	8	0	0	0	6	63	0	0	0	6	2	0	0	1	0	3	0
sq1305;size=100;	0	2	17	0	0	0	0	0	19	0	0	12	0	0	4	0	0	0	0	0	0	4	0	42	0
sq1306;size=100;	0	2	2	0	1	6	0	2	0	0	0	0	3	2	1	16	2	28	20	2	0	6	1	6	0
sq1307;size=100;	0	0	7	0	0	26	0	0	16	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0
sq1308;size=100;	0	0	0	0	1	0	0	0	0	0	63	0	0	2	1	3	17	10	0	0	0	0	3	0	0
sq1309;size=100;	0	0	0	0	0	0	0	3	12	0	0	0	0	6	1	0	55	13	0	0	0	7	3	0	0
sq1310;size=99;	5	6	2	0	14	0	0	1	7	0	0	5	0	8	3	4	1	5	8	0	0	4	21	5	0
sq1311;size=99;	4	4	3	0	0	0	0	1	17	0	17	4	0	7	17	1	3	1	0	0	8	0	10	2	0
sq1312;size=99;	1	0	0	0	0	0	0	25	3	0	12	2	0	6	8	3	13	8	15	0	0	1	1	1	0
sq1313;size=99;	0	16	5	0	1	0	0	0	24	0	0	0	30	0	3	17	0	0	0	0	0	3	0	0	0
sq1314;size=99;	0	3	80	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	5	0
sq1315;size=99;	0	0	1	0	0	0	0	0	3	0	0	0	0	1	4	28	3	15	36	0	0	5	2	1	0
sq1316;size=99;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0
sq1317;size=98;	3	0	0	0	9	2	0	0	0	0	0	1	17	4	0	20	0	16	26	0	0	0	0	0	0
sq1318;size=98;	3	3	0	0	11	0	0	30	0	0	6	0	21	6	1	0	5	2	0	0	10	0	0	0	0
sq1319;size=98;	2	9	0	0	11	0	0	0	6	0	0	1	0	3	2	10	0	2	0	0	1	35	11	5	0
sq1320;size=98;	2	9	0	0	0	0	0	0	0	0	45	0	0	0	1	2	0	5	0	0	0	0	12	22	0
sq1321;size=98;	1	0	0	0	1	0	0	11	0	0	22	0	1	35	0	1	0	4	4	0	18	0	0	0	0
sq1322;size=98;	0	13	7	0	0	54	0	0	5	0	0	0	0	0	0	0	0	0	0	7	0	11	0	1	0
sq1323;size=98;	0	0	5	0	0	0	0	0	2	0	22	10	8	0	0	22	7	0	11	0	0	1	0	10	0
sq1324;size=98;	0	0	3	0	0	0	0	0	17	0	0	0	0	0	0	75	0	0	0	0	0	0	3	0	0
sq1325;size=98;	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	5	0	2	0
sq1326;size=98;	0	0	0	0	0	0	0	0	2	0	2	0	2	15	16	1	8	7	4	0	0	9	32	0	0
sq1327;size=97;	12	5	2	0	15	0	0	9	2	0	0	2	0	1	10	1	0	6	0	0	15	0	15	2	0
sq1328;size=97;	10	8	0	0	22	0	0	6	11	0	0	2	0	0	3	0	0	17	0	0	15	0	3	0	0
sq1329;size=97;	4	1	0	0	4	0	0	3	7	0	1	3	8	9	14	2	14	14	0	0	4	0	8	1	0
sq1330;size=97;	3	10	0	0	0	0	0	0	5	0	0	20	26	0	28	0	0	0	0	0	0	0	0	5	0
sq1331;size=97;	2	0	0	0	8	0	0	0	0	0	0	1	14	2	2	7	7	9	35	0	0	8	2	0	0
sq1332;size=97;	0	6	6	0	0	0	0	0	5	0	0	18	9	0	19	0	0	9	0	0	0	0	5	20	0
sq1333;size=97;	0	5	2	1	1	0	0	10	3	9	4	6	15	2	6	2	3	0	3	3	0	1	0	16	5
sq1334;size=97;	0	3	47	0	0	0	0	0	0	0	0	41	0	0	0	0	0	3	0	0	0	0	0	3	0
sq1335;size=97;	0	1	33	0	0	0	0	0	18	0	37	3	0	0	0	3	0	0	0	0	0	0	0	2	0
sq1336;size=97;	0	0	0	0	0	0	0	0	0	95	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
sq1337;size=96;	12	8	0	0	12	0	0	14	3	0	0	3	0	3	2	0	9	6	0	0	3	0	17	4	0
sq1338;size=96;	5	0	0	0	5	0	0	6	2	0	25	0	11	0	2	0	11	12	0	0	0	8	9	0	0
sq1339;size=96;	5	4	1	0	8	0	0	0	0	0	0	3	0	0	6	9	7	17	35	0	0	0	1	0	0
sq1340;size=96;	0	6	2	0	0	0	0	0	15	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0
sq1341;size=96;	0	1	3	0	0	0	0	0	13	0	0	0	13	0	6	31	0	7	10	0	0	11	0	1	0
sq1342;size=96;	0	0	0	0	0	0	0	0	7	0	0	0	0	0	14	7	13	14	41	0	0	0	0	0	0
sq1343;size=96;	0	0	0	0	0	0	0	0	3	0	0	2	0	0	7	7	0	28	32	0	5	0	12	0	0
sq1344;size=95;	10	4	0	0	4	0	0	0	9	0	2	0	0	1	10	1	16	27	1	0	0	0	7	3	0
sq1345;size=95;	8	8	0	0	20	0	0	0	4	0	0	3	0	0	0	0	0	5	1	0	0	5	20	21	0
sq1346;size=95;	5	0	0	0	0	0	0	0	0	0	40	0	0	8	2	0	20	12	8	0	0	0	0	0	0
sq1347;size=95;	3	0	1	0	2	0	0	0	15	0	0	0	0	0	9	21	0	10	29	0	0	0	0	5	0
sq1348;size=95;	0	5	18	0	0	0	0	0	0	0	0	6	38	0	0	3	0	0	2	0	0	10	0	13	0
sq1349;size=95;	0	1	34	0	0	0	0	0	9	0	1	8	0	2	1	2	0	0	0	0	30	0	0	7	0
sq1350;size=95;	0	0	3	0	2	0	0	0	2	0	0	0	0	0	0	81	0	0	7	0	0	0	0	0	0
sq1351;size=95;	0	0	0	0	4	0	0	0	1	0	0	0	1	0	2	12	31	3	28	0	0	13	0	0	0
sq1352;size=94;	11	0	0	0	2	0	0	8	4	0	22	2	0	17	8	0	11	0	2	0	1	0	6	0	0
sq1353;size=94;	8	7	0	0	14	0	0	3	9	0	0	5	0	5	13	6	4	10	0	0	0	0	10	0	0
sq1354;size=94;	5	9	1	0	0	0	0	10	8	0	40	5	0	0	0	0	0	0	0	0	15	0	0	1	0
sq1355;size=94;	2	0	0	0	0	0	0	0	3	0	72	0	0	0	0	0	2	1	0	0	0	14	0	0	0
sq1356;size=94;	0	8	10	0	0	0	0	0	7	0	1	38	1	0	10	0	0	0	0	0	0	1	0	18	0
sq1357;size=94;	0	0	0	0	2	0	0	0	4	0	0	5	0	6	14	25	0	11	19	0	8	0	0	0	0
sq1358;size=94;	0	0	0	0	0	0	0	13	0	0	0	0	0	28	2	5	33	8	2	0	1	0	2	0	0
sq1359;size=94;	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
sq1360;size=94;	0	0	0	0	0	0	0	0	0	0	0	8	44	0	0	0	0	0	0	0	0	38	0	4	0
sq1361;size=94;	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	40	0	8	0
sq1362;size=94;	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	37	0	15	0
sq1363;size=94;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	91	0
sq1364;size=93;	15	2	0	0	11	0	0	20	1	0	3	3	2	6	0	4	1	0	0	0	3	0	20	2	0
sq1365;size=93;	12	2	2	0	9	0	0	6	0	0	4	0	0	20	2	0	4	1	0	0	21	0	10	0	0
sq1366;size=93;	2	1	7	0	1	0	0	1	7	0	0	4	12	0	0	3	0	1	2	0	9	18	3	22	0
sq1367;size=93;	1	2	0	0	2	0	0	0	11	0	0	0	0	9	14	6	22	6	16	0	0	3	1	0	0
sq1368;size=93;	0	4	0	0	1	0	0	12	2	0	17	0	4	4	10	4	12	5	4	0	12	1	1	0	0
sq1369;size=93;	0	2	1	0	6	0	0	0	9	31	0	0	0	0	0	41	0	0	0	0	0	3	0	0	0
sq1370;size=93;	0	0	6	0	0	0	0	0	0	0	0	7	0	0	0	26	0	0	0	0	0	10	0	44	0
sq1371;size=93;	0	0	3	0	0	0	0	0	0	0	0	0	0	20	11	2	21	17	4	0	0	10	0	5	0
sq1372;size=93;	0	0	0	0	0	3	0	0	0	0	0	1	0	0	22	35	0	4	18	0	0	6	0	4	0
sq1373;size=92;	10	6	1	0	3	0	0	0	4	0	6	3	2	3	4	2	9	16	9	0	0	0	7	7	0
sq1374;size=92;	3	6	0	0	2	0	0	1	0	0	4	1	0	2	6	5	14	8	20	5	0	0	15	0	0
sq1375;size=92;	1	6	5	0	6	3	0	0	7	3	0	1	0	0	1	24	1	1	20	4	0	5	1	3	0
sq1376;size=92;	0	2	3	0	7	0	0	0	13	1	0	0	11	0	6	10	8	13	17	0	0	1	0	0	0
sq1377;size=92;	0	0	6	0	0	0	0	0	19	0	0	0	0	0	0	55	0	0	11	0	0	0	0	1	0
sq1378;size=92;	0	0	1	0	0	0	0	0	0	0	0	0	1	1	9	4	22	19	30	0	5	0	0	0	0
sq1379;size=92;	0	0	0	0	2	0	0	62	0	0	0	0	0	17	0	0	8	0	1	0	0	0	2	0	0
sq1380;size=92;	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1381;size=92;	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	17	3	28	35	0	0	3	0	0	0
sq1382;size=91;	24	4	0	0	0	0	0	0	0	9	23	7	0	0	9	0	0	2	12	0	1	0	0	0	0
sq1383;size=91;	9	0	0	0	4	0	0	0	0	0	0	0	7	0	5	33	0	2	26	0	0	0	5	0	0
sq1384;size=91;	4	0	1	0	5	0	0	0	16	0	6	12	1	0	2	1	0	4	0	0	4	0	18	17	0
sq1385;size=91;	1	1	0	0	0	0	0	16	0	0	12	2	7	7	2	0	18	2	3	0	18	0	2	0	0
sq1386;size=91;	0	3	5	0	2	0	0	2	8	0	0	0	0	7	0	6	18	15	19	0	0	0	3	3	0
sq1387;size=91;	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	4	62	0	0	4	0	0	0
sq1388;size=91;	0	0	6	0	0	0	0	2	4	0	0	1	0	13	6	18	0	2	2	0	13	0	4	20	0
sq1389;size=91;	0	0	4	0	0	0	0	0	3	0	0	9	3	0	0	0	0	0	0	51	0	0	0	21	0
sq1390;size=91;	0	0	0	0	0	0	0	0	15	0	0	4	0	0	0	8	0	3	3	43	0	3	0	12	0
sq1391;size=90;	38	1	0	0	0	0	0	0	0	0	0	0	0	1	8	0	20	18	4	0	0	0	0	0	0
sq1392;size=90;	9	10	8	0	2	0	0	0	8	0	0	0	0	0	5	8	9	20	6	0	0	5	0	0	0
sq1393;size=90;	3	5	0	0	3	0	0	0	8	0	0	6	9	6	8	10	0	5	14	0	0	0	6	7	0
sq1394;size=90;	0	13	0	0	2	0	0	0	0	0	0	2	0	0	5	27	0	9	21	0	0	11	0	0	0
sq1395;size=90;	0	6	18	0	0	0	0	0	20	2	0	0	0	0	0	42	0	0	0	0	0	0	0	2	0
sq1396;size=90;	0	5	2	0	7	0	0	0	9	3	0	2	0	0	3	36	0	5	10	0	0	4	3	1	0
sq1397;size=90;	0	2	0	0	2	0	0	0	6	0	0	0	0	6	8	20	6	18	22	0	0	0	0	0	0
sq1398;size=90;	0	0	31	0	0	0	0	0	2	0	0	13	7	0	0	13	0	2	15	0	0	1	0	6	0
sq1399;size=90;	0	0	0	0	3	0	0	11	0	0	0	0	25	18	5	0	1	0	0	0	16	1	8	2	0
sq1400;size=90;	0	0	0	0	0	0	0	0	5	0	0	3	0	0	7	35	0	7	23	0	0	10	0	0	0
sq1401;size=90;	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	22	0	40	0
sq1402;size=89;	14	52	12	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	6	0	0
sq1403;size=89;	0	1	0	0	7	11	0	2	6	0	0	0	0	9	0	38	0	0	4	0	0	8	0	3	0
sq1404;size=89;	0	0	32	0	0	0	0	0	14	0	0	26	0	0	0	7	0	0	0	0	0	2	0	8	0
sq1405;size=89;	0	0	14	0	1	0	0	0	0	0	0	2	18	0	0	4	0	0	2	14	0	21	0	13	0
sq1406;size=89;	0	0	2	0	7	0	0	15	12	0	0	5	1	1	1	4	2	8	0	0	10	6	14	1	0
sq1407;size=89;	0	0	0	0	17	0	0	2	3	0	0	3	4	0	0	12	0	0	0	23	6	0	11	8	0
sq1408;size=89;	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	32	0	33	0
sq1409;size=88;	5	45	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1410;size=88;	3	0	0	0	12	0	0	12	0	0	0	5	0	0	19	3	0	12	0	0	0	0	22	0	0
sq1411;size=88;	0	0	0	0	9	0	0	39	0	0	8	0	0	16	0	11	0	2	0	0	0	0	3	0	0
sq1412;size=88;	0	0	0	0	0	0	0	0	3	0	7	0	2	0	9	0	32	18	0	0	0	0	3	14	0
sq1413;size=88;	0	0	0	0	0	0	0	0	0	0	0	2	0	29	8	2	19	26	0	0	0	0	1	1	0
sq1414;size=87;	0	3	33	0	0	0	0	0	2	0	0	25	0	0	0	1	0	0	1	0	0	2	0	20	0
sq1415;size=87;	0	2	0	0	4	0	0	0	1	0	3	0	2	1	2	14	5	23	21	0	0	0	5	4	0
sq1416;size=87;	0	0	17	0	0	0	0	0	7	0	0	43	0	0	4	11	0	0	0	0	0	3	0	2	0
sq1417;size=87;	0	0	3	0	8	0	0	0	10	0	8	7	0	3	4	3	2	5	23	0	1	7	3	0	0
sq1418;size=87;	0	0	1	0	0	0	0	0	17	0	5	2	0	0	3	5	1	5	3	0	5	0	23	17	0
sq1419;size=86;	15	7	5	0	4	0	0	4	6	1	3	4	0	1	3	3	2	6	11	0	4	0	5	2	0
sq1420;size=86;	5	7	6	0	4	0	0	9	1	0	2	2	0	13	3	0	12	4	0	0	6	5	6	1	0
sq1421;size=86;	4	40	19	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	12	0
sq1422;size=86;	2	1	0	0	0	0	0	0	0	0	0	0	10	0	5	17	0	1	8	0	0	35	1	6	0
sq1423;size=86;	2	7	5	0	5	0	0	14	0	0	0	1	0	0	5	4	0	2	0	0	8	9	23	1	0
sq1424;size=86;	0	0	16	0	0	0	0	0	0	0	0	34	23	0	1	0	0	0	0	0	0	11	0	1	0
sq1425;size=86;	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	57	0	6	16	0	0	0	0	0	0
sq1426;size=85;	33	20	31	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
sq1427;size=85;	0	6	2	0	1	0	0	0	12	0	0	3	0	0	2	8	6	6	0	0	0	28	2	9	0
sq1428;size=85;	0	1	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	13	0	56	0	7	0
sq1429;size=84;	0	2	0	0	1	2	0	0	20	0	0	0	18	0	1	7	0	5	16	7	0	3	0	2	0
sq1430;size=84;	0	0	48	0	0	16	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	3	0	9	0
sq1431;size=84;	0	0	12	0	0	0	0	0	0	0	0	6	4	0	0	32	0	0	14	0	0	3	0	13	0
sq1432;size=84;	0	0	0	0	0	0	0	0	3	0	1	0	7	0	3	13	25	16	16	0	0	0	0	0	0
sq1433;size=83;	5	1	3	0	4	0	0	4	1	0	2	5	0	4	3	7	10	11	13	0	7	0	3	0	0
sq1434;size=83;	3	4	7	0	9	0	0	0	13	0	0	0	0	0	2	2	0	7	17	0	7	12	0	0	0
sq1435;size=83;	0	3	14	0	1	0	0	0	4	0	0	3	2	0	0	32	0	1	3	0	0	2	3	15	0
sq1436;size=83;	0	2	4	0	0	0	0	0	17	0	3	14	11	0	0	4	0	0	0	1	16	0	1	10	0
sq1437;size=83;	0	0	4	0	4	0	0	0	0	0	0	2	8	0	3	44	0	3	4	0	0	10	0	1	0
sq1438;size=83;	0	0	0	0	11	0	0	0	8	0	0	3	0	0	8	4	18	16	9	0	0	2	3	1	0
sq1439;size=83;	0	0	0	0	2	0	0	5	0	0	10	0	23	8	0	0	5	0	0	0	30	0	0	0	0
sq1440;size=82;	8	5	0	0	0	0	0	0	2	0	0	0	0	1	2	21	3	19	5	0	0	1	9	6	0
sq1441;size=82;	2	5	3	0	1	0	0	0	8	8	0	0	6	0	0	27	0	3	11	3	0	3	0	2	0
sq1442;size=82;	0	13	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	16	4	27	0
sq1443;size=82;	0	3	0	0	0	0	0	0	25	0	0	0	0	0	2	3	0	17	23	0	0	9	0	0	0
sq1444;size=82;	0	0	0	0	1	0	0	10	0	0	0	0	0	38	0	0	0	0	0	0	14	0	19	0	0
sq1445;size=82;	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	10	0	0	1	0	0	8	0	0	0
sq1446;size=82;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0
sq1447;size=81;	12	3	6	0	4	0	0	0	0	0	3	4	2	0	4	4	4	3	0	0	1	0	17	14	0
sq1448;size=81;	2	3	2	0	0	0	0	0	23	43	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0
sq1449;size=81;	1	2	1	0	7	19	0	3	0	0	0	2	0	14	1	9	2	11	6	0	0	0	0	3	0
sq1450;size=81;	0	4	0	0	5	0	0	6	3	0	0	0	4	0	0	26	0	4	13	0	0	11	5	0	0
sq1451;size=81;	0	2	20	0	0	0	0	0	8	0	0	14	0	0	0	5	0	0	0	3	0	0	0	29	0
sq1452;size=81;	0	1	1	0	0	0	0	20	0	0	17	2	10	1	0	0	6	1	0	0	11	1	10	0	0
sq1453;size=81;	0	0	1	0	0	0	0	0	6	0	0	0	0	0	2	43	0	0	12	0	6	1	1	9	0
sq1454;size=81;	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	22	0	11	38	0	0	5	0	0	0
sq1455;size=81;	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	10	0	1	0
sq1456;size=80;	5	1	9	0	0	0	0	0	0	0	0	0	0	0	8	3	45	4	0	0	0	0	5	0	0
sq1457;size=80;	4	12	4	0	10	0	0	0	6	0	0	0	0	0	0	17	0	0	0	0	0	27	0	0	0
sq1458;size=80;	1	0	7	0	0	0	0	0	1	0	2	0	0	9	11	3	13	7	21	0	0	0	1	4	0
sq1459;size=80;	0	3	5	0	0	0	0	0	57	0	0	2	0	0	0	0	0	0	0	6	0	7	0	0	0
sq1460;size=80;	0	0	2	0	0	0	0	0	0	0	0	0	32	18	2	6	1	3	13	0	0	0	0	3	0
sq1461;size=80;	0	0	1	0	4	0	0	0	5	0	0	3	7	0	6	18	0	7	10	0	0	9	2	8	0
sq1462;size=80;	0	0	0	0	7	0	0	44	0	0	0	0	0	0	8	0	10	2	0	0	0	0	9	0	0
sq1463;size=79;	19	3	0	0	0	0	0	10	1	0	14	5	0	0	3	0	4	3	0	0	9	0	5	3	0
sq1464;size=79;	0	0	1	0	0	0	0	0	15	0	4	14	0	6	14	3	0	11	2	0	6	0	2	1	0
sq1465;size=78;	16	16	0	0	10	0	0	0	5	0	0	0	0	7	3	0	3	2	0	0	2	2	12	0	0
sq1466;size=78;	5	12	3	0	16	0	0	0	10	0	0	0	0	0	0	24	0	0	0	0	0	0	0	8	0
sq1467;size=78;	2	2	9	0	4	0	0	0	10	0	0	3	0	0	39	6	0	1	1	0	0	0	1	0	0
sq1468;size=78;	2	0	0	0	0	0	0	5	0	0	0	3	7	12	6	0	21	9	12	0	0	0	0	1	0
sq1469;size=78;	2	0	0	0	2	0	0	0	20	0	0	6	0	0	3	3	22	15	5	0	0	0	0	0	0
sq1470;size=78;	0	1	32	0	0	13	0	0	6	0	0	11	0	0	2	0	0	0	0	0	0	0	0	13	0
sq1471;size=78;	0	0	3	0	3	0	0	0	3	0	3	2	0	0	7	28	3	2	22	0	0	0	0	2	0
sq1472;size=78;	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq1473;size=77;	36	0	0	0	0	0	0	11	0	0	19	1	0	0	2	0	0	0	4	0	0	0	0	4	0
sq1474;size=77;	35	0	32	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
sq1475;size=77;	12	0	3	0	0	0	0	0	0	0	0	0	0	2	11	16	6	2	23	0	0	0	0	2	0
sq1476;size=77;	3	0	1	0	4	0	0	0	9	0	0	2	0	0	0	0	16	18	18	0	0	2	2	2	0
sq1477;size=77;	3	8	1	0	3	0	0	0	4	0	0	0	0	0	5	11	2	19	21	0	0	0	0	0	0
sq1478;size=77;	2	1	2	0	0	0	0	0	5	0	0	2	5	0	5	5	0	0	3	29	1	1	3	13	0
sq1479;size=77;	1	0	2	0	0	0	0	0	10	0	0	1	1	1	7	22	0	14	15	0	0	0	0	3	0
sq1480;size=77;	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	2	64	0
sq1481;size=77;	0	0	0	0	0	0	0	19	0	0	19	0	0	21	0	0	2	0	2	0	0	0	14	0	0
sq1482;size=77;	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	11	0	17	9	0	0	29	0	0	0
sq1483;size=76;	12	4	0	0	0	0	0	0	0	0	5	3	0	32	2	0	0	0	0	0	0	0	9	9	0
sq1484;size=76;	6	1	6	0	0	0	0	1	4	0	0	0	2	0	2	28	0	1	4	0	0	14	0	7	0
